DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-02-11,Manandis,Level 5 Crypt,Mayan Chest,1,MMM
2023-02-11,Karodor,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-02-11,Mr BaCk,Level 15 Crypt,Bone Chest,17,MMM
2023-02-11,Mr BaCk,Level 20 Crypt,Cobra Chest,84,MMM
2023-02-11,Braveheart,Level 5 Crypt,Infernal Chest,1,MMM
2023-02-11,Muradin Bronzebeard,Level 15 Crypt,Cobra Chest,17,MMM
2023-02-11,DAJMITU,Level 20 Crypt,Sand Chest,84,MMM
2023-02-11,Karodor,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-02-11,Manandis,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-02-11,Mr BaCk,Level 10 Crypt,Elegant Chest,4,MMM
2023-02-11,Kirimand,Level 15 Crypt,Orc Chest,17,MMM
2023-02-11,Alberikh,Level 20 Crypt,Cobra Chest,84,MMM
2023-02-11,Braveheart,Level 5 Crypt,Barbarian Chest,1,MMM
2023-02-11,Arni,Level 25 Crypt,Orc Chest,275,MMM
2023-02-11,DAJMITU,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-02-11,Karodor,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-02-11,Maedrosin,Level 20 Crypt,Bone Chest,84,MMM
2023-02-11,DAJMITU,Level 20 Crypt,Elegant Chest,84,MMM
2023-02-11,Sir RES,Level 10 Crypt,Forgotten Chest,4,MMM
2023-02-11,DAJMITU,Level 20 Crypt,Fire Chest,84,MMM
2023-02-11,Braveheart,Level 15 Crypt,Bone Chest,17,MMM
2023-02-11,Manandis,Level 5 Crypt,Barbarian Chest,1,MMM
2023-02-11,Arni,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-02-11,StarSailor,Level 25 Crypt,Sand Chest,275,MMM
2023-02-11,DAJMITU,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-02-11,Alberikh,Level 20 Crypt,Cobra Chest,84,MMM
2023-02-11,Mal the Uncrowned,Level 25 Crypt,Barbarian Chest,275,MMM
2023-02-11,Maedrosin,Level 20 Crypt,Orc Chest,84,MMM
2023-02-11,Mal the Uncrowned,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-02-11,Immortal,Level 5 Crypt,Forgotten Chest,1,MMM
2023-02-11,Immortal,Level 5 Crypt,Forgotten Chest,1,MMM
2023-02-11,Mal the Uncrowned,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-02-11,Immortal,Level 5 Crypt,Cobra Chest,1,MMM
2023-02-11,Mal the Uncrowned,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-02-11,Mal the Uncrowned,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-02-11,Maedrosin,Level 15 Crypt,Bone Chest,17,MMM
2023-02-11,Mal the Uncrowned,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-02-11,Manandis,Level 15 epic Crypt,Scorpion Chest,34,MMM
2023-02-11,Karodor,Level 15 Crypt,Elegant Chest,17,MMM
2023-02-11,Immortal,Level 18 heroic Monster,Cursed Chest,40,MMM
2023-02-11,Karodor,Level 15 Crypt,Fire Chest,17,MMM
2023-02-11,Mal the Uncrowned,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-02-11,Immortal,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-02-11,ZaCk,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-02-11,Karodor,Level 15 Crypt,Infernal Chest,17,MMM
2023-02-11,Kirimand,Level 15 Crypt,Orc Chest,17,MMM
2023-02-11,ZaCk,Level 15 Crypt,Stone Chest,17,MMM
2023-02-11,Arni,Level 30-34 Vault of the Ancients,Sapphire Chest,80,MMM
2023-02-11,ZaCk,Level 20 Crypt,Bone Chest,84,MMM
2023-02-11,Karodor,Level 30-34 Vault of the Ancients,Sapphire Chest,80,MMM
2023-02-11,Kirimand,Level 15 Crypt,Sand Chest,17,MMM
2023-02-11,Viper I,Level 10 Crypt,Infernal Chest,4,MMM
2023-02-11,ZaCk,Level 10 Crypt,Orc Chest,4,MMM
2023-02-11,Viper I,Level 15 Crypt,Stone Chest,17,MMM
2023-02-11,D23,Level 15 Crypt,Barbarian Chest,17,MMM
2023-02-11,Viper I,Level 10 Crypt,Cobra Chest,4,MMM
2023-02-11,D23,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-02-11,D23,Level 15 Crypt,Mayan Chest,17,MMM
2023-02-11,Arni,Level 15 Crypt,Fire Chest,17,MMM
2023-02-11,D23,Level 15 Crypt,Stone Chest,17,MMM
2023-02-11,Kirimand,Level 15 Crypt,Stone Chest,17,MMM
2023-02-11,DAJMITU,Level 30-34 Vault of the Ancients,Sapphire Chest,80,MMM
2023-02-11,D23,Level 10 Crypt,Cobra Chest,4,MMM
2023-02-11,Brandemet,Level 10 Crypt,Cobra Chest,4,MMM
2023-02-11,Brandemet,Level 10 Crypt,Sand Chest,4,MMM
2023-02-11,Brandemet,Level 10 Crypt,Cobra Chest,4,MMM
2023-02-11,Muradin Bronzebeard,Level 15 Crypt,Fire Chest,17,MMM
2023-02-11,D23,Level 10 Crypt,Infernal Chest,4,MMM
2023-02-11,Brandemet,Arena,Gladiator's Chest,2,MMM
2023-02-11,Foolish Mortal,Level 10 Crypt,Forgotten Chest,4,MMM
2023-02-11,Brandemet,Level 15 Crypt,Cobra Chest,17,MMM
2023-02-11,Foolish Mortal,Level 10 Crypt,Orc Chest,4,MMM
2023-02-11,Foolish Mortal,Level 10 Crypt,Orc Chest,4,MMM
2023-02-11,Muradin Bronzebeard,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-02-11,Braveheart,Level 25-29 Vault of the Ancients,Sapphire Chest,50,MMM
2023-02-11,D23,Level 10 Crypt,Mayan Chest,4,MMM
2023-02-11,Brandemet,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-02-11,Brandemet,Level 15 Crypt,Cobra Chest,17,MMM
2023-02-11,Brandemet,Level 10 Crypt,Elegant Chest,4,MMM
2023-02-11,D23,Level 10 Crypt,Cobra Chest,4,MMM
2023-02-11,Deep Inside,Level 20 Crypt,Bone Chest,84,MMM
2023-02-11,Deep Inside,Level 20 Crypt,Cobra Chest,84,MMM
2023-02-11,Deep Inside,Level 20 Crypt,Elegant Chest,84,MMM
2023-02-11,Brandemet,Arena,Gladiator's Chest,2,MMM
2023-02-11,Sailv,Level 10 Crypt,Infernal Chest,4,MMM
