DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-10-24,Eydaen,Level 5 Crypt,Stone Chest,1,MMM
2023-10-24,Eydaen,Level 5 Crypt,Fire Chest,1,MMM
2023-10-24,Eydaen,Level 10 Crypt,Stone Chest,4,MMM
2023-10-24,D23,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-10-24,D23,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-10-24,Feli,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-10-24,D23,Level 20 Crypt,Mayan Chest,84,MMM
2023-10-24,D23,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-10-24,D23,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-10-24,Kirimand,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-24,Tumitac,Level 20 epic Crypt,Trillium Chest,168,MMM
2023-10-24,Feli,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-10-24,Rainblade,Arena,Gladiator's Chest,2,MMM
2023-10-24,Feli,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-10-24,Lady G,Level 20 Crypt,Fire Chest,84,MMM
2023-10-24,Lady G,Level 15 Crypt,Infernal Chest,17,MMM
2023-10-24,Rudepravo Italiano,Level 5 Crypt,Fire Chest,1,MMM
2023-10-24,Rudepravo Italiano,Level 5 Crypt,Forgotten Chest,1,MMM
2023-10-24,Lady G,Level 15 Crypt,Orc Chest,17,MMM
2023-10-24,Rudepravo Italiano,Level 5 Crypt,Bone Chest,1,MMM
2023-10-24,Heretical Hermit,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-10-24,Feli,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-10-24,NEVIO,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-24,Heretical Hermit,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-10-24,Sir James III Son of Hadur,Level 25 Crypt,Forgotten Chest,275,MMM
2023-10-24,Kirimand,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-24,Immortal,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-10-24,Heretical Hermit,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-10-24,Feli,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-10-24,NEVIO,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-24,Immortal,Level 20 Crypt,Forgotten Chest,84,MMM
2023-10-24,Immortal,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-24,Immortal,Level 15 Crypt,Forgotten Chest,17,MMM
2023-10-24,Sir James III Son of Hadur,Level 20 Crypt,Forgotten Chest,84,MMM
2023-10-24,MADMAN,Level 20 Crypt,Sand Chest,84,MMM
2023-10-24,Immortal,Level 20 Crypt,Elegant Chest,84,MMM
2023-10-24,Lady G,Level 15 Crypt,Infernal Chest,17,MMM
2023-10-24,Kirimand,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-24,MADMAN,Level 20 epic Crypt,Priest's Chest,168,MMM
2023-10-24,Marcelo,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-10-24,MADMAN,Level 20 epic Crypt,Titansteel Chest,168,MMM
2023-10-24,MADMAN,Level 20 Crypt,Elegant Chest,84,MMM
2023-10-24,Marcelo,Level 15 Crypt,Stone Chest,17,MMM
2023-10-24,MADMAN,Level 20 Crypt,Sand Chest,84,MMM
2023-10-24,Marcelo,Level 10 Crypt,Stone Chest,4,MMM
2023-10-24,Rudepravo Italiano,Level 25 Crypt,Fire Chest,275,MMM
2023-10-24,MADMAN,Level 20 Crypt,Orc Chest,84,MMM
2023-10-24,Marcelo,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-10-24,Marcelo,Level 15 epic Crypt,Trillium Chest,34,MMM
2023-10-24,Saucy Joy,Level 10 Crypt,Mayan Chest,4,MMM
2023-10-24,Marcelo,Level 10 Crypt,Stone Chest,4,MMM
2023-10-24,Saucy Joy,Level 10 Crypt,Gnome Workshop Chest,4,MMM
