DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-11-17,Foxhunter,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-11-17,Brandemet,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-17,NEVIO,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-17,Brandemet,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-17,Foxhunter,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-11-17,Foxhunter,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-17,Foxhunter,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-17,Fosida,Level 10 Crypt,Sand Chest,4,MMM
2023-11-17,Kirimand,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-17,Marcelo,Level 10 Crypt,Stone Chest,4,MMM
2023-11-17,Marcelo,Level 10 Crypt,Sand Chest,4,MMM
2023-11-17,Kirimand,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-17,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-11-17,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-11-17,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-11-17,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-11-17,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-11-17,Kirimand,Level 15 Crypt,Bone Chest,17,MMM
2023-11-17,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-11-17,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-11-17,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-11-17,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-11-17,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-11-17,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-11-17,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-11-17,Brandemet,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-11-17,Brandemet,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-11-17,Kirimand,Level 15 Crypt,Sand Chest,17,MMM
2023-11-17,Eydaen,Level 10 Crypt,Infernal Chest,4,MMM
2023-11-17,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-11-17,Eydaen,Level 5 Crypt,Fire Chest,1,MMM
2023-11-17,Eydaen,Level 15 Crypt,Infernal Chest,17,MMM
2023-11-17,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-11-17,Tumitac,Level 20 Crypt,Stone Chest,84,MMM
2023-11-17,Tumitac,Level 20 Crypt,Mayan Chest,84,MMM
2023-11-17,Legolas,Level 10 Crypt,Fire Chest,4,MMM
2023-11-17,Legolas,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-11-17,Tumitac,Level 20 Crypt,Forgotten Chest,84,MMM
2023-11-17,Legolas,Level 25 Crypt,Orc Chest,275,MMM
2023-11-17,Legolas,Level 5 Crypt,Orc Chest,1,MMM
2023-11-17,Tumitac,Level 20 epic Crypt,Titansteel Chest,168,MMM
2023-11-17,Immortal,Level 20 Crypt,Orc Chest,84,MMM
2023-11-17,Immortal,Level 20 Crypt,Fire Chest,84,MMM
2023-11-17,Legolas,Level 25 Crypt,Orc Chest,275,MMM
2023-11-17,Tumitac,Level 20 epic Crypt,Priest's Chest,168,MMM
2023-11-17,Legolas,Level 25 Crypt,Orc Chest,275,MMM
2023-11-17,Fosida,Level 10 Crypt,Infernal Chest,4,MMM
2023-11-17,Fosida,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-11-17,Kirimand,Level 15 Crypt,Bone Chest,17,MMM
2023-11-17,Painmoon,Mercenary Exchange,Merchant's Chest,200,MMM
2023-11-17,Painmoon,Level 20 Crypt,Fire Chest,84,MMM
2023-11-17,Kirimand,Level 15 Crypt,Bone Chest,17,MMM
2023-11-17,Painmoon,Level 20 Crypt,Mayan Chest,84,MMM
2023-11-17,Eydaen,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-17,Eydaen,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-11-17,Sir James III Son of Hadur,Clan wealth,Common Chest of Wealth,0,MMM
2023-11-17,Sir James III Son of Hadur,Clan wealth,Uncommon Chest of Wealth,0,MMM
2023-11-17,Sir James III Son of Hadur,Clan wealth,Rare Chest of Wealth,0,MMM
2023-11-17,Germanicus,Level 25 Crypt,Infernal Chest,275,MMM
2023-11-17,Painmoon,Level 20 Crypt,Fire Chest,84,MMM
2023-11-17,Germanicus,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-11-17,Germanicus,Level 25 Crypt,Barbarian Chest,275,MMM
2023-11-17,DarkAngel,Level 20 Crypt,Cobra Chest,84,MMM
2023-11-17,Sir James III Son of Hadur,Level 15 Crypt,Sand Chest,17,MMM
2023-11-17,Sir James III Son of Hadur,Arena,Gladiator's Chest,2,MMM
2023-11-17,Sir James III Son of Hadur,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-11-17,Logan,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-11-17,Logan,Level 25 Citadel,Cursed Citadel Chest,275,MMM
