DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-11-30,Xan,Level 15 Crypt,Mayan Chest,17,MMM
2023-11-30,Kerilir,Level 20 Crypt,Barbarian Chest,84,MMM
2023-11-30,Lady G,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-30,Thorn,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-30,Immortal,Level 15 Crypt,Bone Chest,17,MMM
2023-11-30,Immortal,Level 15 Crypt,Fire Chest,17,MMM
2023-11-30,Immortal,Level 15 Crypt,Barbarian Chest,17,MMM
2023-11-30,NEVIO,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-11-30,Tumitac,Level 25 Crypt,Cobra Chest,275,MMM
2023-11-30,Tumitac,Level 10 Crypt,Elegant Chest,4,MMM
2023-11-30,Tumitac,Level 10 Crypt,Bone Chest,4,MMM
2023-11-30,Tumitac,Level 20 epic Crypt,Minotaur Chest,168,MMM
2023-11-30,Fosida,Level 15 Crypt,Bone Chest,17,MMM
2023-11-30,Fosida,Level 15 Crypt,Infernal Chest,17,MMM
2023-11-30,Fosida,Level 15 Crypt,Barbarian Chest,17,MMM
2023-11-30,Golgotha,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-30,NEVIO,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-11-30,Fosida,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-11-30,Foxhunter,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-30,Maveriel,Level 5 Crypt,Fire Chest,1,MMM
2023-11-30,Fosida,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-30,Golgotha,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-30,Rhodorix,Level 20 Crypt,Sand Chest,84,MMM
2023-11-30,Xan,Level 15 Crypt,Mayan Chest,17,MMM
2023-11-30,Foxhunter,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-11-30,Fosida,Level 10 Crypt,Infernal Chest,4,MMM
2023-11-30,NEVIO,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-30,Rhodorix,Level 20 Crypt,Orc Chest,84,MMM
2023-11-30,Xan,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-30,NEVIO,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-11-30,Xan,Level 15 Crypt,Fire Chest,17,MMM
2023-11-30,Foxhunter,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-30,NEVIO,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-30,Golgotha,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-30,Foxhunter,Level 15 Crypt,Forgotten Chest,17,MMM
2023-11-30,Foxhunter,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-30,Marcelo,Level 15 epic Crypt,Scorpion Chest,34,MMM
2023-11-30,Foxhunter,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-11-30,Xan,Level 15 Crypt,Fire Chest,17,MMM
