DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-11-29,doc48,Bank,Magic Chest,250,MMM
2023-11-29,doc48,Bank,Magic Chest,250,MMM
2023-11-29,doc48,Bank,Magic Chest,250,MMM
2023-11-29,Maedrosin,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-11-29,Foxhunter,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-11-29,Foxhunter,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-11-29,Foxhunter,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-29,NEVIO,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-11-29,MONTES,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-11-29,Foxhunter,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-11-29,Foxhunter,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-11-29,Kirimand,Level 15 Crypt,Barbarian Chest,17,MMM
2023-11-29,Foxhunter,Level 20 epic Crypt,Trillium Chest,168,MMM
2023-11-29,MONTES,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-11-29,MONTES,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-11-29,MONTES,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-11-29,Painmoon,Level 15 Crypt,Orc Chest,17,MMM
2023-11-29,Foxhunter,Level 15 Crypt,Forgotten Chest,17,MMM
2023-11-29,Foxhunter,Level 10 Crypt,Cobra Chest,4,MMM
2023-11-29,Foxhunter,Level 15 epic Crypt,Chest of the Cursed,34,MMM
2023-11-29,Foxhunter,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-11-29,Painmoon,Level 25 Crypt,Orc Chest,275,MMM
2023-11-29,Kirimand,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-11-29,MONTES,Level 10 Crypt,Fire Chest,4,MMM
2023-11-29,MONTES,Level 5 Crypt,Gnome Workshop Chest,1,MMM
2023-11-29,Foxhunter,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-29,MONTES,Level 10 Crypt,Bone Chest,4,MMM
2023-11-29,MONTES,Level 10 Crypt,Barbarian Chest,4,MMM
2023-11-29,MONTES,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-11-29,MONTES,Level 10 Crypt,Mayan Chest,4,MMM
2023-11-29,MONTES,Level 10 Crypt,Orc Chest,4,MMM
2023-11-29,Painmoon,Level 20 Crypt,Fire Chest,84,MMM
2023-11-29,Immortal,Arena,Gladiator's Chest,2,MMM
2023-11-29,Immortal,Level 25 Crypt,Sand Chest,275,MMM
2023-11-29,Rhodorix,Level 20 Crypt,Orc Chest,84,MMM
2023-11-29,Immortal,Level 15 Crypt,Mayan Chest,17,MMM
2023-11-29,Thorn,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-11-29,Maedrosin,Level 20 Crypt,Infernal Chest,84,MMM
2023-11-29,Immortal,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-11-29,Rhodorix,Level 20 Crypt,Orc Chest,84,MMM
2023-11-29,Kirimand,Level 15 Crypt,Bone Chest,17,MMM
2023-11-29,Painmoon,Level 20 Crypt,Mayan Chest,84,MMM
2023-11-29,Maedrosin,Level 20 Crypt,Orc Chest,84,MMM
2023-11-29,Painmoon,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
