DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-03-06,Silverblade,Level 15 Crypt,Orc Chest,17,MMM
2023-03-06,Genghis Khan,Springfest tournament,Spring gift,50,MMM
2023-03-06,Viper I,Level 10 Crypt,Barbarian Chest,4,MMM
2023-03-06,Silverblade,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-03-06,Rhodry,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-06,Genghis Khan,Level 10 Crypt,Orc Chest,4,MMM
2023-03-06,Tumitac,Level 15 epic Crypt,White Wood Chest,34,MMM
2023-03-06,Tumitac,Level 15 epic Crypt,House of Horrors Chest,34,MMM
2023-03-06,Genghis Khan,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-06,Tumitac,Level 20 Crypt,Sand Chest,84,MMM
2023-03-06,Genghis Khan,Level 10 Crypt,Infernal Chest,4,MMM
2023-03-06,Silverblade,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-06,Mabrinad,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-06,Mabrinad,Springfest tournament,Master's spring gift,50,MMM
2023-03-06,Genghis Khan,Level 10 Crypt,Sand Chest,4,MMM
2023-03-06,Genghis Khan,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-03-06,Genghis Khan,Level 10 Crypt,Mayan Chest,4,MMM
2023-03-06,Brandemet,Level 5 Crypt,Cobra Chest,1,MMM
2023-03-06,Immortal,Level 10 Crypt,Stone Chest,4,MMM
2023-03-06,Genghis Khan,Level 25 epic Crypt,Trillium Chest,550,MMM
2023-03-06,Genghis Khan,Level 15 Crypt,Mayan Chest,17,MMM
2023-03-06,Immortal,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-06,Tumitac,Level 20 Crypt,Bone Chest,84,MMM
2023-03-06,Genghis Khan,Level 10 Crypt,Barbarian Chest,4,MMM
2023-03-06,Immortal,Level 10 Crypt,Fire Chest,4,MMM
2023-03-06,Genghis Khan,Level 15 Crypt,Bone Chest,17,MMM
2023-03-06,Immortal,Level 15 Crypt,Mayan Chest,17,MMM
2023-03-06,Genghis Khan,Level 15 Crypt,Sand Chest,17,MMM
2023-03-06,Genghis Khan,Level 25 epic Crypt,Ancient Bastion Chest,550,MMM
2023-03-06,Genghis Khan,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-06,Genghis Khan,Level 25 Crypt,Cobra Chest,275,MMM
2023-03-06,Fosida,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-06,Fosida,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-06,Genghis Khan,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-03-06,Fosida,Level 20 Crypt,Bone Chest,84,MMM
2023-03-06,Genghis Khan,Level 15 Crypt,Bone Chest,17,MMM
2023-03-06,Genghis Khan,Springfest tournament,Master's spring gift,50,MMM
2023-03-06,Genghis Khan,Level 25 epic Crypt,Cobalt Chest,550,MMM
2023-03-06,Immortal,Springfest tournament,Spring gift,50,MMM
2023-03-06,Immortal,Springfest tournament,Spring gift,50,MMM
2023-03-06,Immortal,Springfest tournament,Spring gift,50,MMM
2023-03-06,Immortal,Springfest tournament,Spring gift,50,MMM
2023-03-06,Immortal,Springfest tournament,Spring gift,50,MMM
2023-03-06,Immortal,Springfest tournament,Spring gift,50,MMM
2023-03-06,Cesarz Saleka,Level 20 epic Crypt,White Wood Chest,168,MMM
