DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-05-29,Sir James III Son of Hadur,Level 20 Crypt,Bone Chest,84,MMM
2023-05-29,Uhtred,Arena,Gladiator's Chest,2,MMM
2023-05-29,Sir James III Son of Hadur,Level 20 Crypt,Orc Chest,84,MMM
2023-05-29,Sir James III Son of Hadur,Level 25 Crypt,Sand Chest,275,MMM
2023-05-29,Eydaen,Level 5 Crypt,Barbarian Chest,1,MMM
2023-05-29,Heretical Hermit,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-05-29,Germanicus,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-05-29,Eydaen,Level 5 Crypt,Fire Chest,1,MMM
2023-05-29,Eydaen,Level 15 epic Crypt,Minotaur Chest,34,MMM
2023-05-29,Marvilla,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-05-29,Uhtred,Level 20 epic Crypt,Scorpion Chest,168,MMM
2023-05-29,Eydaen,Level 5 Crypt,Elegant Chest,1,MMM
2023-05-29,Immortal,Level 10 Crypt,Infernal Chest,4,MMM
2023-05-29,Bamsi,Level 5 Crypt,Stone Chest,1,MMM
2023-05-29,Bamsi,Level 15 Crypt,Stone Chest,17,MMM
2023-05-29,Bamsi,Level 15 Crypt,Barbarian Chest,17,MMM
2023-05-29,Bamsi,Level 15 Crypt,Bone Chest,17,MMM
2023-05-29,Uhtred,Level 20 Crypt,Forgotten Chest,84,MMM
2023-05-29,Immortal,Level 10 Crypt,Fire Chest,4,MMM
2023-05-29,Uhtred,Level 20 Crypt,Forgotten Chest,84,MMM
2023-05-29,Immortal,Level 10 Crypt,Fire Chest,4,MMM
2023-05-29,Uhtred,Level 20 Crypt,Forgotten Chest,84,MMM
2023-05-29,Grosvenor,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-05-29,Immortal,Level 15 Crypt,Fire Chest,17,MMM
2023-05-29,Marcelo,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-05-29,Marcelo,Level 10 Crypt,Mayan Chest,4,MMM
2023-05-29,Grosvenor,Level 20 Crypt,Orc Chest,84,MMM
2023-05-29,Marcelo,Level 15 Crypt,Fire Chest,17,MMM
2023-05-29,Grosvenor,Level 20 Crypt,Cobra Chest,84,MMM
2023-05-29,Grosvenor,Level 20 Crypt,Cobra Chest,84,MMM
2023-05-29,Marcelo,Level 20 Crypt,Infernal Chest,84,MMM
2023-05-29,Grosvenor,Level 25 Crypt,Cobra Chest,275,MMM
2023-05-29,Mabrinad,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-05-29,Grosvenor,Level 25 Crypt,Cobra Chest,275,MMM
2023-05-29,Marcelo,Level 10 Crypt,Forgotten Chest,4,MMM
2023-05-29,Mabrinad,Level 20 Crypt,Sand Chest,84,MMM
2023-05-29,Muradin Bronzebeard,Level 15 Crypt,Elegant Chest,17,MMM
2023-05-29,Mabrinad,Level 20 Crypt,Cobra Chest,84,MMM
2023-05-29,Mabrinad,Level 20 Crypt,Mayan Chest,84,MMM
2023-05-29,Marcelo,Level 15 Crypt,Mayan Chest,17,MMM
2023-05-29,Marcelo,Level 15 Crypt,Elegant Chest,17,MMM
2023-05-29,Marcelo,Level 10 Crypt,Fire Chest,4,MMM
2023-05-29,Mabrinad,Level 20 Crypt,Bone Chest,84,MMM
