DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Lady G,Ragnarok event,Fenrir's Chest,0,MMM
2023-12-18,Marcelo,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-18,MarcusTulliusCicero,Level 15 epic Crypt,Barbarian Chest,34,MMM
2023-12-18,MarcusTulliusCicero,Level 20 Crypt,Barbarian Chest,84,MMM
2023-12-18,Marcelo,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-12-18,MarcusTulliusCicero,Level 15 Crypt,Mayan Chest,17,MMM
2023-12-18,Alberikh,Level 25 Crypt,Stone Chest,275,MMM
2023-12-18,Marcelo,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-12-18,MarcusTulliusCicero,Level 15 Crypt,Forgotten Chest,17,MMM
2023-12-18,Marcelo,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-18,Fosida,Level 20 Crypt,Infernal Chest,84,MMM
2023-12-18,Alberikh,Level 25 Crypt,Stone Chest,275,MMM
2023-12-18,Immortal,Level 20 Crypt,Bone Chest,84,MMM
2023-12-18,Immortal,Level 15 Crypt,Fire Chest,17,MMM
2023-12-18,Kirimand,Level 15 Crypt,Elegant Chest,17,MMM
2023-12-18,Grikelv,Level 20 Crypt,Infernal Chest,84,MMM
2023-12-18,Marcelo,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-12-18,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-12-18,NEVIO,Bank,Wooden Chest,10,MMM
2023-12-18,NEVIO,Bank,Wooden Chest,10,MMM
2023-12-18,NEVIO,Bank,Wooden Chest,10,MMM
2023-12-18,Mighty Forger,Level 25 Crypt,Mayan Chest,275,MMM
2023-12-18,Alberikh,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-18,Rexfury,Level 20 Crypt,Sand Chest,84,MMM
2023-12-18,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-12-18,Marcelo,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-12-18,Fosida,Level 20 Crypt,Sand Chest,84,MMM
2023-12-18,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-12-18,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-18,Rexfury,Level 20 Crypt,Orc Chest,84,MMM
2023-12-18,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-18,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-12-18,Rexfury,Level 20 Crypt,Orc Chest,84,MMM
2023-12-18,Diovani,Level 20 Crypt,Infernal Chest,84,MMM
2023-12-18,Diovani,Level 10 Crypt,Infernal Chest,4,MMM
2023-12-18,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-18,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-12-18,Diovani,Level 10 Crypt,Fire Chest,4,MMM
2023-12-18,Mighty Forger,Level 25 Crypt,Mayan Chest,275,MMM
2023-12-18,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-18,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-12-18,Rexfury,Level 20 Crypt,Orc Chest,84,MMM
2023-12-18,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-18,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-12-18,Golgotha,Level 25 Crypt,Stone Chest,275,MMM
2023-12-18,Fosida,Level 20 Crypt,Stone Chest,84,MMM
2023-12-18,Marcelo,Level 5 Crypt,Cobra Chest,1,MMM
2023-12-18,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-18,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-12-18,Rexfury,Level 20 Crypt,Orc Chest,84,MMM
2023-12-18,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-12-18,Grikelv,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-12-18,Rexfury,Level 20 Crypt,Orc Chest,84,MMM
2023-12-18,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-12-18,Xan,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-12-18,Mighty Forger,Level 25 Crypt,Barbarian Chest,275,MMM
2023-12-18,Marcelo,Level 20 Citadel,Elven Citadel Chest,84,MMM
