DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-03-29,zipkinci,Ragnarok event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,zipkinci,Ragnardk event,Fenrir's Chest,0,MMM
2023-03-29,Monster Killer,Level 10 Crypt,Bone Chest,4,MMM
2023-03-29,Eydaen,Level 5 Crypt,Gnome Workshop Chest,1,MMM
2023-03-29,RatkoM,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-03-29,Tumitac,Level 25 epic Crypt,Titansteel Chest,550,MMM
2023-03-29,RatkoM,Arena,Gladiator's Chest,2,MMM
2023-03-29,DarkAngel,Level 15 Crypt,Infernal Chest,17,MMM
2023-03-29,Tumitac,Level 25 Crypt,Sand Chest,275,MMM
2023-03-29,Eydaen,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-29,Brandemet,Level 5 Crypt,Fire Chest,1,MMM
2023-03-29,Maedrosin,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-29,Grosvenor,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-29,Tumitac,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Marcelo,Level 15 Crypt,Barbarian Chest,17,MMM
2023-03-29,RatkoM,Level 25 Crypt,Barbarian Chest,275,MMM
2023-03-29,Brandemet,Level 5 Crypt,Mayan Chest,1,MMM
2023-03-29,Grosvenor,Level 25 Crypt,Elegant Chest,275,MMM
2023-03-29,Marcelo,Level 15 Crypt,Bone Chest,17,MMM
2023-03-29,Tumitac,Level 15 Crypt,Sand Chest,17,MMM
2023-03-29,Eydaen,Level 10 Crypt,Orc Chest,4,MMM
2023-03-29,Painmoon,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-29,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-03-29,Feli,Level 25 Crypt,Barbarian Chest,275,MMM
2023-03-29,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-03-29,Grosvenor,Level 20 Crypt,Orc Chest,84,MMM
2023-03-29,Marcelo,Level 15 epic Crypt,Ancient Bastion Chest,34,MMM
2023-03-29,Thorn,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-03-29,MONTES,Level 20 Crypt,Infernal Chest,84,MMM
2023-03-29,Maedrosin,Level 25 epic Crypt,Chest of the Cursed,550,MMM
2023-03-29,Marcelo,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-03-29,MONTES,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-03-29,NEVIO,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-29,Maedrosin,Level 25 epic Crypt,Ancient Warrior's Chest,550,MMM
2023-03-29,Marcelo,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-29,Grosvenor,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Marcelo,Level 10 Crypt,Bone Chest,4,MMM
2023-03-29,Brandemet,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Marcelo,Level 15 Crypt,Bone Chest,17,MMM
2023-03-29,Heretical Hermit,Level 25 Crypt,Elegant Chest,275,MMM
2023-03-29,Grosvenor,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,NEVIO,Level 20 Crypt,Cobra Chest,84,MMM
2023-03-29,Cesarz Saleka,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Foolish Mortal,Level 15 Crypt,Fire Chest,17,MMM
2023-03-29,NEVIO,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-29,Grosvenor,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Cesarz Saleka,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-03-29,Cesarz Saleka,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-29,Grosvenor,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Thorn,Level 25 epic Crypt,House of Horrors Chest,550,MMM
2023-03-29,Brandemet,Level 25 Crypt,Bone Chest,275,MMM
2023-03-29,Marcelo,Level 15 epic Crypt,Ancient Bastion Chest,34,MMM
2023-03-29,nervous,Level 15 Crypt,Cobra Chest,17,MMM
2023-03-29,Vlad the Impaler,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-03-29,MONTES,Level 10 Crypt,Mayan Chest,4,MMM
2023-03-29,Heretical Hermit,Level 25 Crypt,Barbarian Chest,275,MMM
2023-03-29,Marcelo,Level 15 Crypt,Infernal Chest,17,MMM
2023-03-29,NEVIO,Level 20 Crypt,Fire Chest,84,MMM
2023-03-29,Cesarz Saleka,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-29,nervous,Level 5 Crypt,Fire Chest,1,MMM
2023-03-29,Foolish Mortal,Level 25 epic Crypt,Ancient Bastion Chest,550,MMM
2023-03-29,Marcelo,Level 15 Crypt,Fire Chest,17,MMM
2023-03-29,Feli,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Marcelo,Level 15 Crypt,Sand Chest,17,MMM
2023-03-29,MONTES,Level 5 Crypt,Mayan Chest,1,MMM
2023-03-29,Marcelo,Level 10 Crypt,Barbarian Chest,4,MMM
2023-03-29,Grosvenor,Level 20 Crypt,Orc Chest,84,MMM
2023-03-29,Maedrosin,Level 20 Crypt,Stone Chest,84,MMM
2023-03-29,nervous,Level 10 Crypt,Infernal Chest,4,MMM
2023-03-29,Marcelo,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-29,Grosvenor,Level 25 Crypt,Orc Chest,275,MMM
2023-03-29,Cesarz Saleka,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-29,Muradin Bronzebeard,Arena,Gladiator's Chest,2,MMM
2023-03-29,Maedrosin,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-29,Dafur,Level 10 Crypt,Forgotten Chest,4,MMM
2023-03-29,Muradin Bronzebeard,Level 20 Crypt,Sand Chest,84,MMM
2023-03-29,NEVIO,Arena,Gladiator's Chest,2,MMM
2023-03-29,Thorn,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-03-29,Marcelo,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-29,Thorn,Level 20 epic Crypt,Harpy Chest,168,MMM
2023-03-29,Thorn,Level 15 epic Crypt,Scarab Chest,34,MMM
2023-03-29,Kerilir,Level 20 Crypt,Cobra Chest,84,MMM
2023-03-29,Thorn,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-29,Thorn,Level 15 epic Crypt,Ancient Bastion Chest,34,MMM
2023-03-29,Muradin Bronzebeard,Level 25 Crypt,Sand Chest,275,MMM
2023-03-29,Muradin Bronzebeard,Level 20 Crypt,Orc Chest,84,MMM
2023-03-29,Heretical Hermit,Level 25 Crypt,Infernal Chest,275,MMM
2023-03-29,Thorn,Level 20 epic Crypt,Harpy Chest,168,MMM
2023-03-29,Thorn,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-29,Thorn,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-03-29,Vlad the Impaler,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-29,Thorn,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-03-29,Vlad the Impaler,Level 5 Crypt,Fire Chest,1,MMM
2023-03-29,Thorn,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-03-29,Vlad the Impaler,Level 15 Crypt,Bone Chest,17,MMM
2023-03-29,Thorn,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-29,Cesarz Saleka,Level 20 Crypt,Cobra Chest,84,MMM
2023-03-29,Thorn,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-29,Cesarz Saleka,Level 25 Crypt,Infernal Chest,275,MMM
2023-03-29,Thorn,Level 15 Crypt,Fire Chest,17,MMM
2023-03-29,Cesarz Saleka,Level 30 epic Crypt,Cobalt Chest,750,MMM
2023-03-29,Vlad the Impaler,Arena,Gladiator's Chest,2,MMM
2023-03-29,Thorn,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-29,Cesarz Saleka,Level 10 Crypt,Infernal Chest,4,MMM
2023-03-29,DarkAngel,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-03-29,Cesarz Saleka,Level 25 Crypt,Fire Chest,275,MMM
2023-03-29,Cesarz Saleka,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-03-29,Heretical Hermit,Level 25 Crypt,Elegant Chest,275,MMM
2023-03-29,nervous,Level 5 Crypt,Cobra Chest,1,MMM
2023-03-29,Cesarz Saleka,Level 15 Crypt,Stone Chest,17,MMM
2023-03-29,Cesarz Saleka,Level 10 Crypt,Stone Chest,4,MMM
2023-03-29,Cesarz Saleka,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-29,Vlad the Impaler,Level 20 Crypt,Sand Chest,84,MMM
2023-03-29,Cesarz Saleka,Level 25 Crypt,Gnome Workshop Chest,275,MMM
