DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-06-06,D23,Bank,Wooden Chest,10,MMM
2023-06-06,D23,Bank,Wooden Chest,10,MMM
2023-06-06,D23,Bank,Wooden Chest,10,MMM
2023-06-06,Maedrosin,Level 20 Crypt,Forgotten Chest,84,MMM
2023-06-06,Maedrosin,Level 20 Crypt,Orc Chest,84,MMM
2023-06-06,Eydaen,Level 15 Crypt,Elegant Chest,17,MMM
2023-06-06,Eydaen,Level 5 Crypt,Elegant Chest,1,MMM
2023-06-06,Eydaen,Level 10 Crypt,Barbarian Chest,4,MMM
2023-06-06,Grosvenor,Level 25 Crypt,Cobra Chest,275,MMM
2023-06-06,Grosvenor,Level 10 Crypt,Fire Chest,4,MMM
2023-06-06,Grosvenor,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-06,Eydaen,Level 15 epic Crypt,Braided Chest,34,MMM
2023-06-06,Maedrosin,Level 20 Crypt,Elegant Chest,84,MMM
2023-06-06,Rain,Level 10 Crypt,Infernal Chest,4,MMM
2023-06-06,NEVIO,Level 5 Crypt,Sand Chest,1,MMM
2023-06-06,Rain,Level 25 Crypt,Fire Chest,275,MMM
2023-06-06,NEVIO,Level 5 Crypt,Elegant Chest,1,MMM
2023-06-06,Painmoon,Level 20 Crypt,Stone Chest,84,MMM
2023-06-06,Maedrosin,Level 25 epic Crypt,Chest of the Cursed,550,MMM
2023-06-06,NEVIO,Level 5 Crypt,Bone Chest,1,MMM
2023-06-06,Maedrosin,Level 25 epic Crypt,Ancient Warrior's Chest,550,MMM
2023-06-06,Painmoon,Level 20 Crypt,Sand Chest,84,MMM
2023-06-06,Painmoon,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-06-06,Kirimand,Level 15 Crypt,Sand Chest,17,MMM
2023-06-06,Brandemet,Level 20 Crypt,Infernal Chest,84,MMM
2023-06-06,Maximus Decimus,Level 20 Crypt,Forgotten Chest,84,MMM
2023-06-06,Maximus Decimus,Level 20 Crypt,Elegant Chest,84,MMM
2023-06-06,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-06,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
