DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-06-21,Bubino71,Bank,Golden Chest,50,MMM
2023-06-21,Bubino71,Bank,Golden Chest,50,MMM
2023-06-21,Bubino71,Bank,Golden Chest,50,MMM
2023-06-21,Rainblade,Level 15 Crypt,Stone Chest,17,MMM
2023-06-21,Alberikh,Level 25 Crypt,Elegant Chest,275,MMM
2023-06-21,Rainblade,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-06-21,Rainblade,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-06-21,Rainblade,Level 15 Crypt,Stone Chest,17,MMM
2023-06-21,Rainblade,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-06-21,Alberikh,Level 25 Crypt,Cobra Chest,275,MMM
2023-06-21,Feli,Level 30 epic Crypt,Ancient Warrior's Chest,750,MMM
2023-06-21,Rainblade,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-06-21,Rainblade,Level 15 Crypt,Forgotten Chest,17,MMM
2023-06-21,Rainblade,Level 15 Crypt,Sand Chest,17,MMM
2023-06-21,Sabar,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-21,Rainblade,Level 15 Crypt,Forgotten Chest,17,MMM
2023-06-21,Feli,Level 30 epic Crypt,Ancient Warrior's Chest,750,MMM
2023-06-21,Immortal,Level 15 Crypt,Fire Chest,17,MMM
2023-06-21,Immortal,Level 10 Crypt,Fire Chest,4,MMM
2023-06-21,Alberikh,Mimic Chest,Pacified Mimic Chest,25,MMM
2023-06-21,Alberikh,Level 25 Crypt,Cobra Chest,275,MMM
2023-06-21,Alberikh,Level 25 Crypt,Cobra Chest,275,MMM
2023-06-21,Kirimand,Level 15 Crypt,Orc Chest,17,MMM
2023-06-21,Maedrosin,Level 20 Crypt,Barbarian Chest,84,MMM
2023-06-21,Bubino71,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Level 20 epic Crypt,White Wood Chest,168,MMM
2023-06-21,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-21,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Bubino71,Level 25 epic Crypt,Scarab Chest,550,MMM
2023-06-21,Dacage,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-21,Kirimand,Level 15 Crypt,Barbarian Chest,17,MMM
2023-06-21,Marcelo,Level 20 Crypt,Bone Chest,84,MMM
2023-06-21,Grosvenor,Level 15 Crypt,Barbarian Chest,17,MMM
2023-06-21,Rainblade,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Level 25 epic Crypt,Titansteel Chest,550,MMM
2023-06-21,Brandemet,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Brandemet,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Alberikh,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Alberikh,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,D23,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-06-21,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,Kirimand,Level 15 Crypt,Stone Chest,17,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Immortal,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Marcelo,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-06-21,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-06-21,Immortal,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Immortal,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Immortal,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Immortal,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Marcelo,Level 15 Crypt,Bone Chest,17,MMM
2023-06-21,NEVIO,Level 20 epic Crypt,Chest of the Cursed,168,MMM
2023-06-21,Marcelo,Level 15 epic Crypt,Abandoned Chest,34,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,NEVIO,Level 20 Crypt,Sand Chest,84,MMM
2023-06-21,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-06-21,Marcelo,Level 15 Crypt,Barbarian Chest,17,MMM
2023-06-21,Marcelo,Level 10 Crypt,Infernal Chest,4,MMM
2023-06-21,Kirimand,Level 15 Crypt,Elegant Chest,17,MMM
2023-06-21,Painmoon,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-21,Marcelo,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Bubino71,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Marcelo,Summerfest tournament,Summer gift,50,MMM
2023-06-21,MarcusTulliusCicero,Level 5 Crypt,Elegant Chest,1,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,Bubino71,Level 25 Crypt,Barbarian Chest,275,MMM
2023-06-21,Marcelo,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-06-21,MarcusTulliusCicero,Level 5 Crypt,Mayan Chest,1,MMM
2023-06-21,Marcelo,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-06-21,Painmoon,Level 20 Crypt,Bone Chest,84,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Marcelo,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-06-21,Tumitac,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-21,Feli,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Feli,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Feli,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Feli,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Tumitac,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-21,MarcusTulliusCicero,Arena,Gladiator's Chest,2,MMM
2023-06-21,Painmoon,Level 20 Crypt,Elegant Chest,84,MMM
2023-06-21,Tumitac,Level 20 Crypt,Sand Chest,84,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,MarcusTulliusCicero,Level 20 Crypt,Elegant Chest,84,MMM
2023-06-21,MarcusTulliusCicero,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-21,Tumitac,Level 20 Crypt,Mayan Chest,84,MMM
2023-06-21,Mabrinad,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Tumitac,Level 20 Crypt,Elegant Chest,84,MMM
2023-06-21,MarcusTulliusCicero,Level 15 epic Crypt,Harpy Chest,34,MMM
2023-06-21,desperados,Level 25 Crypt,Cobra Chest,275,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,desperados,Level 25 Crypt,Sand Chest,275,MMM
2023-06-21,Tumitac,Level 20 Crypt,Elegant Chest,84,MMM
2023-06-21,Marcelo,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-06-21,desperados,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-21,DAJMITU,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Tumitac,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,MarcusTulliusCicero,Level 5 Crypt,Mayan Chest,1,MMM
2023-06-21,desperados,Level 25 Crypt,Forgotten Chest,275,MMM
2023-06-21,Tumitac,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,Tumitac,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Alberikh,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,aganaway,Bank,Golden Chest,50,MMM
2023-06-21,Painmoon,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Painmoon,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Painmoon,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Painmoon,Summerfest tournament,Summer gift,50,MMM
2023-06-21,MarcusTulliusCicero,Level 10 Crypt,Orc Chest,4,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Nobody special,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Nobody special,Summerfest tournament,Summer gift,50,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 30 epic Crypt,White Wood Chest,750,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,MarcusTulliusCicero,Level 20 Crypt,Cobra Chest,84,MMM
2023-06-21,Bubino71,Level 25 Crypt,Cobra Chest,275,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-06-21,Bubino71,Level 15 Crypt,Stone Chest,17,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 20 epic Crypt,House of Horrors Chest,168,MMM
2023-06-21,Bubino71,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Bubino71,Level 25 Crypt,Stone Chest,275,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 25 Crypt,Infernal Chest,275,MMM
2023-06-21,Bubino71,Level 25 Crypt,Fire Chest,275,MMM
2023-06-21,Bubino71,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Tumitac,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Bubino71,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-06-21,Eydaen,Level 5 Crypt,Gnome Workshop Chest,1,MMM
2023-06-21,Eydaen,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-06-21,Bubino71,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Bubino71,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-06-21,Bubino71,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Bubino71,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Bubino71,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-06-21,Bubino71,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-06-21,Bubino71,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-06-21,Bubino71,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-06-21,Bubino71,Level 25 Crypt,Orc Chest,275,MMM
2023-06-21,Silverblade,Level 5 Crypt,Elegant Chest,1,MMM
2023-06-21,Bubino71,Level 25 epic Crypt,Abandoned Chest,550,MMM
2023-06-21,Bubino71,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Silverblade,Level 5 Crypt,Infernal Chest,1,MMM
2023-06-21,Bubino71,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-06-21,Silverblade,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-06-21,Bubino71,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Bubino71,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-21,Bubino71,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-06-21,Bubino71,Summerfest tournament,Master's summer gift,50,MMM
2023-06-21,Rudepravo Italiano,Level 10 Crypt,Mayan Chest,4,MMM
2023-06-21,Rudepravo Italiano,Level 15 Crypt,Stone Chest,17,MMM
2023-06-21,Rudepravo Italiano,Level 15 Crypt,Infernal Chest,17,MMM
2023-06-21,Rudepravo Italiano,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-06-21,Rudepravo Italiano,Level 5 Crypt,Elegant Chest,1,MMM
