DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,aganaway,Bank,Golden Chest,50,MMM
2023-06-22,Grikelv,Level 15 Crypt,Forgotten Chest,17,MMM
2023-06-22,Heretical Hermit,Level 25 Crypt,Mayan Chest,275,MMM
2023-06-22,Heretical Hermit,Level 25 Crypt,Forgotten Chest,275,MMM
2023-06-22,Alberikh,Summerfest tournament,Master's summer gift,50,MMM
2023-06-22,Alberikh,Summerfest tournament,Master's summer gift,50,MMM
2023-06-22,Heretical Hermit,Level 25 Crypt,Forgotten Chest,275,MMM
2023-06-22,Heretical Hermit,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-22,Heretical Hermit,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-22,Heretical Hermit,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2023-06-22,Immortal,Level 15 Crypt,Infernal Chest,17,MMM
2023-06-22,Immortal,Level 15 Crypt,Orc Chest,17,MMM
2023-06-22,Immortal,Level 10 Crypt,Infernal Chest,4,MMM
2023-06-22,Grosvenor,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-22,Alberikh,Summerfest tournament,Summer gift,50,MMM
2023-06-22,Alberikh,Summerfest tournament,Summer gift,50,MMM
2023-06-22,Alberikh,Summerfest tournament,Summer gift,50,MMM
2023-06-22,Immortal,Summerfest tournament,Summer gift,50,MMM
2023-06-22,Immortal,Summerfest tournament,Summer gift,50,MMM
2023-06-22,Alberikh,Authority Rush tournament,Chest of Authority,100,MMM
2023-06-22,Painmoon,Level 20 Crypt,Orc Chest,84,MMM
2023-06-22,Bubino71,Union of Triumph personal reward,Union Chest,50,MMM
