DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-04-24,Feli,Bank,Wooden Chest,10,MMM
2023-04-24,Feli,Bank,Wooden Chest,10,MMM
2023-04-24,Feli,Bank,Wooden Chest,10,MMM
2023-04-24,Feli,Bank,Wooden Chest,10,MMM
2023-04-24,Feli,Bank,Wooden Chest,10,MMM
2023-04-24,Feli,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2023-04-24,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2023-04-24,Germanicus,Bank,Wooden Chest,10,MMM
2023-04-24,Germanicus,Bank,Wooden Chest,10,MMM
2023-04-24,Germanicus,Bank,Wooden Chest,10,MMM
2023-04-24,Germanicus,Bank,Wooden Chest,10,MMM
2023-04-24,Germanicus,Bank,Wooden Chest,10,MMM
2023-04-24,Germanicus,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Wooden Chest,10,MMM
2023-04-24,NEVIO,Bank,Wooden Chest,10,MMM
2023-04-24,NEVIO,Bank,Wooden Chest,10,MMM
2023-04-24,NEVIO,Bank,Wooden Chest,10,MMM
2023-04-24,NEVIO,Bank,Wooden Chest,10,MMM
2023-04-24,NEVIO,Bank,Wooden Chest,10,MMM
2023-04-24,NEVIO,Bank,Wooden Chest,10,MMM
2023-04-24,RatkoM,Bank,Bronze Chest,20,MMM
2023-04-24,RatkoM,Bank,Bronze Chest,20,MMM
2023-04-24,RatkoM,Bank,Bronze Chest,20,MMM
2023-04-24,RatkoM,Bank,Bronze Chest,20,MMM
2023-04-24,RatkoM,Bank,Bronze Chest,20,MMM
2023-04-24,RatkoM,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Feli,Bank,Bronze Chest,20,MMM
2023-04-24,Lady G,Bank,Wooden Chest,10,MMM
2023-04-24,Lady G,Bank,Wooden Chest,10,MMM
2023-04-24,Lady G,Bank,Wooden Chest,10,MMM
2023-04-24,Lady G,Bank,Wooden Chest,10,MMM
2023-04-24,Lady G,Bank,Wooden Chest,10,MMM
2023-04-24,Lady G,Bank,Wooden Chest,10,MMM
2023-04-24,Thorn,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-04-24,Mabrinad,Level 20 Crypt,Cobra Chest,84,MMM
2023-04-24,Sir James III Son of Hadur,Level 25 Crypt,Infernal Chest,275,MMM
2023-04-24,Karodor,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-04-24,D23,Level 15 epic Crypt,Trillium Chest,34,MMM
2023-04-24,D23,Level 15 epic Crypt,Cobalt Chest,34,MMM
2023-04-24,Conjudred,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-04-24,Conjudred,Level 15 Citadel,Elven Citadel Chest,17,MMM
