DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-02-28,Gradog,Bank,Bronze Chest,20,MMM
2023-02-28,Gradog,Bank,Bronze Chest,20,MMM
2023-02-28,Gradog,Bank,Bronze Chest,20,MMM
2023-02-28,Quick,Level 10 Crypt,Stone Chest,4,MMM
2023-02-28,Lady G,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-02-28,Immortal,Level 10 Crypt,Infernal Chest,4,MMM
2023-02-28,Kirimand,Level 15 Crypt,Orc Chest,17,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Ancient Bastion Chest,168,MMM
2023-02-28,Kirimand,Level 15 Crypt,Forgotten Chest,17,MMM
2023-02-28,Muradin Bronzebeard,Level 10 Crypt,Elegant Chest,4,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Braided Chest,168,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Scarab Chest,168,MMM
2023-02-28,Tumitac,Level 20 Crypt,Bone Chest,84,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Ancient Bastion Chest,168,MMM
2023-02-28,Muradin Bronzebeard,Level 10 Crypt,Elegant Chest,4,MMM
2023-02-28,Tumitac,Level 20 Crypt,Orc Chest,84,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,House of Horrors Chest,168,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Scorpion Chest,168,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Abandoned Chest,168,MMM
2023-02-28,Eydaen,Level 10 Crypt,Orc Chest,4,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Abandoned Chest,168,MMM
2023-02-28,Feli,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-02-28,Tumitac,Level 20 epic Crypt,Barbarian Chest,168,MMM
2023-02-28,Tumitac,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-02-28,Immortal,Level 10 Crypt,Fire Chest,4,MMM
2023-02-28,Feli,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-02-28,Immortal,Level 15 Crypt,Infernal Chest,17,MMM
2023-02-28,Eydaen,Level 5 Crypt,Barbarian Chest,1,MMM
2023-02-28,Tumitac,Level 25 Crypt,Orc Chest,275,MMM
2023-02-28,Immortal,Level 5 Crypt,Forgotten Chest,1,MMM
2023-02-28,Fosida,Level 25 epic Crypt,Scorpion Chest,550,MMM
2023-02-28,Tumitac,Level 20 Crypt,Barbarian Chest,84,MMM
2023-02-28,Eydaen,Level 5 Crypt,Elegant Chest,1,MMM
2023-02-28,Feli,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-02-28,Kirimand,Level 15 Crypt,Orc Chest,17,MMM
2023-02-28,Tumitac,Level 25 Crypt,Barbarian Chest,275,MMM
2023-02-28,Karodor,Epic Undead squad,Epic Monster Chest,500,MMM
2023-02-28,Tumitac,Level 20 Crypt,Barbarian Chest,84,MMM
2023-02-28,Fosida,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-02-28,Eydaen,Level 10 Crypt,Stone Chest,4,MMM
