DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-10-31,Dabb,Bank,Wooden Chest,10,MMM
2023-10-31,Dabb,Bank,Wooden Chest,10,MMM
2023-10-31,Dabb,Bank,Wooden Chest,10,MMM
2023-10-31,NEVIO,Bank,Wooden Chest,10,MMM
2023-10-31,NEVIO,Bank,Wooden Chest,10,MMM
2023-10-31,NEVIO,Bank,Wooden Chest,10,MMM
2023-10-31,MADMAN,Bank,Wooden Chest,10,MMM
2023-10-31,MADMAN,Bank,Wooden Chest,10,MMM
2023-10-31,MADMAN,Bank,Wooden Chest,10,MMM
2023-10-31,MADMAN,Bank,Bronze Chest,20,MMM
2023-10-31,MADMAN,Bank,Bronze Chest,20,MMM
2023-10-31,MADMAN,Bank,Bronze Chest,20,MMM
2023-10-31,Dabb,Bank,Bronze Chest,20,MMM
2023-10-31,Dabb,Bank,Bronze Chest,20,MMM
2023-10-31,Dabb,Bank,Bronze Chest,20,MMM
2023-10-31,Diovani,Arena,Gladiator's Chest,2,MMM
2023-10-31,Vlad the Impaler,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-10-31,Vlad the Impaler,Level 20 Crypt,Infernal Chest,84,MMM
2023-10-31,Painmoon,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-31,Golgotha,Level 25 Crypt,Elegant Chest,275,MMM
2023-10-31,Painmoon,Level 15 Crypt,Sand Chest,17,MMM
2023-10-31,Gradog,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-10-31,Gradog,Level 20 Crypt,Bone Chest,84,MMM
2023-10-31,Gradog,Level 25 Crypt,Bone Chest,275,MMM
2023-10-31,Gradog,Level 25 Crypt,Barbarian Chest,275,MMM
2023-10-31,Gradog,Level 25 Crypt,Sand Chest,275,MMM
2023-10-31,Immortal,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-10-31,Immortal,Level 15 Crypt,Fire Chest,17,MMM
2023-10-31,Painmoon,Level 25 Crypt,Orc Chest,275,MMM
2023-10-31,Rhodry,Level 25 Crypt,Fire Chest,275,MMM
2023-10-31,Rhodry,Level 25 Crypt,Bone Chest,275,MMM
2023-10-31,Rhodry,Level 25 Crypt,Barbarian Chest,275,MMM
2023-10-31,Rhodry,Level 25 Crypt,Infernal Chest,275,MMM
2023-10-31,Tumitac,Level 20 epic Crypt,Braided Chest,168,MMM
2023-10-31,Tumitac,Level 20 epic Crypt,White Wood Chest,168,MMM
2023-10-31,Vlad the Impaler,Level 10 Crypt,Stone Chest,4,MMM
2023-10-31,Tumitac,Level 25 Crypt,Sand Chest,275,MMM
2023-10-31,Tumitac,Level 25 Crypt,Forgotten Chest,275,MMM
2023-10-31,Tumitac,Level 25 Crypt,Mayan Chest,275,MMM
2023-10-31,Eydaen,Level 10 Crypt,Barbarian Chest,4,MMM
2023-10-31,Eydaen,Level 10 Crypt,Elegant Chest,4,MMM
2023-10-31,Eydaen,Level 20 Crypt,Sand Chest,84,MMM
2023-10-31,Rudepravo Italiano,Level 20 epic Crypt,Braided Chest,168,MMM
2023-10-31,Rudepravo Italiano,Level 20 epic Crypt,Minotaur Chest,168,MMM
2023-10-31,Rudepravo Italiano,Level 25 Crypt,Orc Chest,275,MMM
2023-10-31,Rudepravo Italiano,Level 5 Crypt,Elegant Chest,1,MMM
2023-10-31,Maedrosin,Level 25 Crypt,Elegant Chest,275,MMM
2023-10-31,Amginir,Level 25 Crypt,Fire Chest,275,MMM
2023-10-31,Maedrosin,Level 15 Crypt,Elegant Chest,17,MMM
2023-10-31,Tex Willer,Level 15 Crypt,Forgotten Chest,17,MMM
2023-10-31,Raya,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-10-31,Raya,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-31,Brandemet,Level 20 Crypt,Infernal Chest,84,MMM
2023-10-31,Brandemet,Level 10 Crypt,Stone Chest,4,MMM
2023-10-31,Raya,Level 15 Crypt,Bone Chest,17,MMM
2023-10-31,Brandemet,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-10-31,Raya,Level 15 Crypt,Fire Chest,17,MMM
2023-10-31,Brandemet,Level 20 Crypt,Barbarian Chest,84,MMM
2023-10-31,Brandemet,Level 20 Crypt,Barbarian Chest,84,MMM
2023-10-31,Brandemet,Level 20 Crypt,Bone Chest,84,MMM
2023-10-31,Granidred,Level 15 Crypt,Cobra Chest,17,MMM
2023-10-31,Granidred,Level 15 epic Crypt,Ancient Warrior's Chest,34,MMM
2023-10-31,Granidred,Level 20 Crypt,Stone Chest,84,MMM
2023-10-31,Granidred,Level 20 Crypt,Elegant Chest,84,MMM
2023-10-31,Granidred,Level 20 Crypt,Mayan Chest,84,MMM
2023-10-31,Maedrosin,Level 20 Crypt,Elegant Chest,84,MMM
2023-10-31,Fabrinir,Level 20 Crypt,Fire Chest,84,MMM
2023-10-31,Fabrinir,Level 20 Crypt,Bone Chest,84,MMM
2023-10-31,Kirimand,Level 15 Crypt,Elegant Chest,17,MMM
2023-10-31,Fabrinir,Level 20 Crypt,Infernal Chest,84,MMM
2023-10-31,Kirimand,Arena,Gladiator's Chest,2,MMM
2023-10-31,MADMAN,Level 20 Crypt,Fire Chest,84,MMM
2023-10-31,Kirimand,Level 15 Crypt,Sand Chest,17,MMM
2023-10-31,MADMAN,Level 20 Crypt,Sand Chest,84,MMM
2023-10-31,MADMAN,Level 20 Crypt,Sand Chest,84,MMM
2023-10-31,MADMAN,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-10-31,MADMAN,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-10-31,MADMAN,Level 20 Citadel,Elven Citadel Chest,84,MMM
