DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-10-10,Alberikh,Arena,Gladiator's Chest,2,MMM
2023-10-10,Painmoon,Level 25 Crypt,Forgotten Chest,275,MMM
2023-10-10,Immortal,Level 20 Crypt,Bone Chest,84,MMM
2023-10-10,Maedrosin,Level 20 Crypt,Orc Chest,84,MMM
2023-10-10,Immortal,Level 20 Crypt,Infernal Chest,84,MMM
2023-10-10,Painmoon,Level 10 Crypt,Barbarian Chest,4,MMM
2023-10-10,Kirimand,Level 15 Crypt,Elegant Chest,17,MMM
2023-10-10,Kirimand,Level 15 Crypt,Fire Chest,17,MMM
2023-10-10,Kirimand,Level 15 Crypt,Sand Chest,17,MMM
2023-10-10,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-10-10,Marcelo,Level 15 Crypt,Stone Chest,17,MMM
2023-10-10,Marcelo,Level 10 Crypt,Fire Chest,4,MMM
2023-10-10,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-10-10,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-10-10,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-10-10,Kirimand,Level 15 Crypt,Barbarian Chest,17,MMM
2023-10-10,Marcelo,Level 15 Crypt,Fire Chest,17,MMM
2023-10-10,Marcelo,Level 15 Crypt,Infernal Chest,17,MMM
2023-10-10,Amginir,Level 25 Crypt,Elegant Chest,275,MMM
2023-10-10,Amginir,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-10,Immortal,Level 10 Crypt,Sand Chest,4,MMM
2023-10-10,Kirimand,Level 15 Crypt,Stone Chest,17,MMM
2023-10-10,Amginir,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-10,Amginir,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-10,Amginir,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-10,Amginir,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-10,Amginir,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-10-10,Amginir,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-10-10,Amginir,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-10-10,Rudepravo Italiano,Level 20 epic Crypt,White Wood Chest,168,MMM
2023-10-10,Rudepravo Italiano,Level 20 epic Crypt,Cobalt Chest,168,MMM
