DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-03-23,Braveheart,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-23,Monster Killer,Level 15 Crypt,Bone Chest,17,MMM
2023-03-23,Thorn,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-03-23,Thorn,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-03-23,Grosvenor,Level 15 Crypt,Sand Chest,17,MMM
2023-03-23,Morg,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-23,Morg,Level 15 Crypt,Fire Chest,17,MMM
2023-03-23,Fosida,Level 20 Crypt,Bone Chest,84,MMM
2023-03-23,Thorn,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-03-23,Morg,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-23,Morg,Level 15 Crypt,Orc Chest,17,MMM
2023-03-23,Fosida,Level 25 Crypt,Bone Chest,275,MMM
2023-03-23,Grosvenor,Level 25 Crypt,Sand Chest,275,MMM
2023-03-23,Fosida,Level 25 Crypt,Bone Chest,275,MMM
2023-03-23,Braveheart,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-23,Thorn,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-03-23,Marvi,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-03-23,Grosvenor,Level 10 Crypt,Stone Chest,4,MMM
2023-03-23,Feli,Level 25 Crypt,Orc Chest,275,MMM
2023-03-23,Thorn,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-23,DarkAngel,Level 5 Crypt,Infernal Chest,1,MMM
2023-03-23,Legolas,Level 25 Crypt,Cobra Chest,275,MMM
2023-03-23,Feli,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-23,Turbrimir,Arena,Gladiator's Chest,2,MMM
2023-03-23,Feli,Level 20 Crypt,Fire Chest,84,MMM
2023-03-23,Meddry,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-23,Fosida,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-23,Meddry,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-23,Feli,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-23,Brandemet,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-23,Marcelo,Level 15 Crypt,Mayan Chest,17,MMM
2023-03-23,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-03-23,nervous,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-03-23,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-03-23,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-23,Tricolor Carioca,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-23,Tricolor Carioca,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-23,Tricolor Carioca,Level 20 Crypt,Bone Chest,84,MMM
2023-03-23,Marcelo,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-03-23,Tricolor Carioca,Level 20 Crypt,Bone Chest,84,MMM
2023-03-23,Mabrinad,Level 20 Crypt,Mayan Chest,84,MMM
2023-03-23,Marcelo,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-03-23,Mabrinad,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-23,Marcelo,Level 10 Crypt,Fire Chest,4,MMM
2023-03-23,Kirimand,Level 15 Crypt,Forgotten Chest,17,MMM
2023-03-23,Marcelo,Level 15 epic Crypt,Scarab Chest,34,MMM
2023-03-23,NEVIO,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-23,nervous,Level 10 Crypt,Stone Chest,4,MMM
2023-03-23,Marcelo,Level 15 Crypt,Forgotten Chest,17,MMM
2023-03-23,nervous,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-03-23,NEVIO,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-23,Marcelo,Level 10 Crypt,Forgotten Chest,4,MMM
2023-03-23,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-23,Dafur,Level 10 Crypt,Fire Chest,4,MMM
2023-03-23,D23,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-23,Eydaen,Level 5 Crypt,Cobra Chest,1,MMM
2023-03-23,Marcelo,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-03-23,D23,Level 10 Crypt,Bone Chest,4,MMM
2023-03-23,D23,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-03-23,NEVIO,Level 20 Crypt,Stone Chest,84,MMM
2023-03-23,D23,Level 20 epic Crypt,White Wood Chest,168,MMM
2023-03-23,Marcelo,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-23,D23,Level 5 Crypt,Infernal Chest,1,MMM
2023-03-23,Marcelo,Level 15 Crypt,Fire Chest,17,MMM
2023-03-23,Tumitac,Level 25 Crypt,Orc Chest,275,MMM
2023-03-23,D23,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-03-23,Maanan,Level 10 Crypt,Orc Chest,4,MMM
2023-03-23,Tumitac,Level 25 epic Crypt,Titansteel Chest,550,MMM
2023-03-23,Eydaen,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-23,D23,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-23,Pearl,Level 25 Crypt,Cobra Chest,275,MMM
2023-03-23,D23,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-23,Tumitac,Level 25 epic Crypt,Abandoned Chest,550,MMM
2023-03-23,Kirimand,Level 15 Crypt,Forgotten Chest,17,MMM
2023-03-23,Tumitac,Arena,Gladiator's Chest,2,MMM
2023-03-23,Tumitac,Level 25 Crypt,Orc Chest,275,MMM
2023-03-23,Feli,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-23,D23,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-23,Tumitac,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-23,D23,Level 5 Crypt,Forgotten Chest,1,MMM
2023-03-23,Tumitac,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-23,D23,Level 20 Crypt,Fire Chest,84,MMM
2023-03-23,MADMAN,Level 10 Crypt,Sand Chest,4,MMM
2023-03-23,MADMAN,Level 15 Crypt,Fire Chest,17,MMM
2023-03-23,MADMAN,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-23,nervous,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-23,MADMAN,Level 10 Crypt,Bone Chest,4,MMM
2023-03-23,MADMAN,Level 10 Crypt,Barbarian Chest,4,MMM
2023-03-23,Mabrinad,Level 20 Crypt,Sand Chest,84,MMM
2023-03-23,MADMAN,Level 10 Crypt,Forgotten Chest,4,MMM
2023-03-23,MADMAN,Level 10 Crypt,Stone Chest,4,MMM
2023-03-23,Mabrinad,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-23,MADMAN,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-23,Mabrinad,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-23,MADMAN,Level 5 Crypt,Mayan Chest,1,MMM
2023-03-23,Sailv,Level 15 epic Crypt,Braided Chest,34,MMM
2023-03-23,Sir James III Son of Hadur,Level 25 Crypt,Sand Chest,275,MMM
2023-03-23,Sir James III Son of Hadur,Level 25 Crypt,Sand Chest,275,MMM
2023-03-23,MADMAN,Level 10 Crypt,Fire Chest,4,MMM
