DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2024-01-08,NEVIO,Bank,Wooden Chest,10,MMM
2024-01-08,NEVIO,Bank,Wooden Chest,10,MMM
2024-01-08,NEVIO,Bank,Wooden Chest,10,MMM
2024-01-08,NEVIO,Bank,Bronze Chest,20,MMM
2024-01-08,NEVIO,Bank,Bronze Chest,20,MMM
2024-01-08,NEVIO,Bank,Bronze Chest,20,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Wooden Chest,10,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2024-01-08,Lirinir,Bank,Wooden Chest,10,MMM
2024-01-08,Lirinir,Bank,Wooden Chest,10,MMM
2024-01-08,Lirinir,Bank,Wooden Chest,10,MMM
2024-01-08,Fabrinir,Bank,Wooden Chest,10,MMM
2024-01-08,Fabrinir,Bank,Wooden Chest,10,MMM
2024-01-08,Fabrinir,Bank,Wooden Chest,10,MMM
2024-01-08,Sir RES,Bank,Wooden Chest,10,MMM
2024-01-08,Sir RES,Bank,Wooden Chest,10,MMM
2024-01-08,Sir RES,Bank,Wooden Chest,10,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2024-01-08,Sir James III Son of Hadur,Bank,Silver Chest,30,MMM
2024-01-08,Mr BaCk,Bank,Wooden Chest,10,MMM
2024-01-08,Mr BaCk,Bank,Wooden Chest,10,MMM
2024-01-08,Mr BaCk,Bank,Wooden Chest,10,MMM
2024-01-08,Mr BaCk,Bank,Bronze Chest,20,MMM
2024-01-08,Mr BaCk,Bank,Bronze Chest,20,MMM
2024-01-08,Mr BaCk,Bank,Bronze Chest,20,MMM
2024-01-08,Mr BaCk,Bank,Bronze Chest,20,MMM
2024-01-08,Mr BaCk,Bank,Bronze Chest,20,MMM
2024-01-08,Mr BaCk,Bank,Bronze Chest,20,MMM
2024-01-08,MADMAN,Bank,Wooden Chest,10,MMM
2024-01-08,MADMAN,Bank,Wooden Chest,10,MMM
2024-01-08,MADMAN,Bank,Wooden Chest,10,MMM
2024-01-08,MADMAN,Bank,Bronze Chest,20,MMM
2024-01-08,MADMAN,Bank,Bronze Chest,20,MMM
2024-01-08,MADMAN,Bank,Bronze Chest,20,MMM
2024-01-08,MADMAN,Bank,Silver Chest,30,MMM
2024-01-08,MADMAN,Bank,Silver Chest,30,MMM
2024-01-08,MADMAN,Bank,Silver Chest,30,MMM
2024-01-08,TOKUGAWA NOBUNAGA,Bank,Wooden Chest,10,MMM
2024-01-08,TOKUGAWA NOBUNAGA,Bank,Wooden Chest,10,MMM
2024-01-08,TOKUGAWA NOBUNAGA,Bank,Wooden Chest,10,MMM
2024-01-08,Fabrinir,Bank,Bronze Chest,20,MMM
2024-01-08,Fabrinir,Bank,Bronze Chest,20,MMM
2024-01-08,Fabrinir,Bank,Bronze Chest,20,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Germanicus,Bank,Magic Chest,250,MMM
2024-01-08,Grikelv,Bank,Wooden Chest,10,MMM
2024-01-08,Grikelv,Bank,Wooden Chest,10,MMM
2024-01-08,Grikelv,Bank,Wooden Chest,10,MMM
2024-01-08,Marvi,Bank,Wooden Chest,10,MMM
2024-01-08,Marvi,Bank,Wooden Chest,10,MMM
2024-01-08,Marvi,Bank,Wooden Chest,10,MMM
2024-01-08,Marvi,Bank,Bronze Chest,20,MMM
2024-01-08,Marvi,Bank,Bronze Chest,20,MMM
2024-01-08,Marvi,Bank,Bronze Chest,20,MMM
2024-01-08,Marvi,Bank,Silver Chest,30,MMM
2024-01-08,Marvi,Bank,Silver Chest,30,MMM
2024-01-08,Marvi,Bank,Silver Chest,30,MMM
2024-01-08,Marvi,Bank,Golden Chest,50,MMM
2024-01-08,Marvi,Bank,Golden Chest,50,MMM
2024-01-08,Marvi,Bank,Golden Chest,50,MMM
2024-01-08,Rhodry,Bank,Bronze Chest,20,MMM
2024-01-08,Rhodry,Bank,Bronze Chest,20,MMM
2024-01-08,Rhodry,Bank,Bronze Chest,20,MMM
2024-01-08,Hulk,Bank,Bronze Chest,20,MMM
2024-01-08,Hulk,Bank,Bronze Chest,20,MMM
2024-01-08,Hulk,Bank,Bronze Chest,20,MMM
2024-01-08,Hulk,Bank,Bronze Chest,20,MMM
2024-01-08,Hulk,Bank,Bronze Chest,20,MMM
2024-01-08,Hulk,Bank,Bronze Chest,20,MMM
2024-01-08,Snowberry,Bank,Wooden Chest,10,MMM
2024-01-08,Snowberry,Bank,Wooden Chest,10,MMM
2024-01-08,Snowberry,Bank,Wooden Chest,10,MMM
2024-01-08,Thorn,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2024-01-08,Maveriel,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-08,Sir James III Son of Hadur,Level 15 Crypt,Forgotten Chest,17,MMM
2024-01-08,Sir James III Son of Hadur,Level 15 Crypt,Bone Chest,17,MMM
2024-01-08,Thoth,Arena,Gladiator's Chest,2,MMM
2024-01-08,Thoth,Level 20 Crypt,Stone Chest,84,MMM
2024-01-08,doc48,Level 5 Crypt,Mayan Chest,1,MMM
2024-01-08,White Knight,Level 20 Crypt,Mayan Chest,84,MMM
2024-01-08,Grikelv,Level 20 Crypt,Barbarian Chest,84,MMM
2024-01-08,White Knight,Level 20 Crypt,Elegant Chest,84,MMM
2024-01-08,doc48,Level 25 Crypt,Cobra Chest,275,MMM
2024-01-08,Maveriel,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-08,White Knight,Level 20 Crypt,Mayan Chest,84,MMM
2024-01-08,Thoth,Level 20 Crypt,Mayan Chest,84,MMM
2024-01-08,doc48,Level 5 Crypt,Forgotten Chest,1,MMM
2024-01-08,Sir James III Son of Hadur,Clan wealth,Common Chest of Wealth,0,MMM
2024-01-08,Sir James III Son of Hadur,Clan wealth,Uncommon Chest of Wealth,0,MMM
2024-01-08,Sir James III Son of Hadur,Clan wealth,Rare Chest of Wealth,0,MMM
2024-01-08,Sir James III Son of Hadur,Level 25 epic Crypt,Titansteel Chest,550,MMM
2024-01-08,Sir James III Son of Hadur,Level 25 Crypt,Elegant Chest,275,MMM
2024-01-08,Tumitac,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2024-01-08,Tumitac,Level 30 rare Crypt,Rare Dragon Chest,500,MMM
2024-01-08,Maveriel,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-08,Fabrinir,Level 25 Crypt,Elegant Chest,275,MMM
2024-01-08,Tumitac,Level 20 Crypt,Orc Chest,84,MMM
2024-01-08,Fabrinir,Level 25 Crypt,Elegant Chest,275,MMM
2024-01-08,Tumitac,Level 25 Crypt,Sand Chest,275,MMM
2024-01-08,Tumitac,Level 20 Crypt,Forgotten Chest,84,MMM
2024-01-08,Sir RES,Level 10 Crypt,Bone Chest,4,MMM
2024-01-08,Germanicus,Level 25 Crypt,Fire Chest,275,MMM
2024-01-08,Sir RES,Level 15 Crypt,Barbarian Chest,17,MMM
2024-01-08,Germanicus,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2024-01-08,Sir RES,Level 10 Crypt,Barbarian Chest,4,MMM
2024-01-08,Tumitac,Level 25 epic Crypt,Minotaur Chest,550,MMM
2024-01-08,Sir RES,Level 15 Crypt,Barbarian Chest,17,MMM
2024-01-08,Sir Doc,Level 15 Crypt,Infernal Chest,17,MMM
2024-01-08,Germanicus,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2024-01-08,Fabrinir,Level 25 Crypt,Elegant Chest,275,MMM
2024-01-08,Maveriel,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-08,Painmoon,Level 15 Crypt,Barbarian Chest,17,MMM
2024-01-08,Tumitac,Level 25 epic Crypt,Ancient Bastion Chest,550,MMM
2024-01-08,Germanicus,Level 30 Citadel,Elven Citadel Chest,380,MMM
2024-01-08,Sir RES,Level 10 Crypt,Cobra Chest,4,MMM
2024-01-08,Sir RES,Level 15 Crypt,Barbarian Chest,17,MMM
2024-01-08,Painmoon,Level 15 Crypt,Elegant Chest,17,MMM
2024-01-08,Maveriel,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-08,Nilaath,Mercenary Exchange,Merchant's Chest,300,MMM
2024-01-08,Sir RES,Level 20 epic Crypt,White Wood Chest,168,MMM
2024-01-08,Painmoon,Level 20 Crypt,Orc Chest,84,MMM
2024-01-08,Painmoon,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
