DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2024-01-03,Lady G,Rise of the Ancients event,Ancients' Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients' Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Lady G,Rise of the Ancients event,Ancients’ Chest,50,MMM
2024-01-03,Fosida,Level 20 epic Crypt,Trillium Chest,168,MMM
2024-01-03,Mr BaCk,Level 25 Citadel,Elven Citadel Chest,275,MMM
2024-01-03,LUCKY BEAR,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-03,Fosida,Level 25 epic Crypt,Ancient Bastion Chest,550,MMM
2024-01-03,Fosida,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2024-01-03,Fosida,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-03,Fosida,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2024-01-03,White Knight,Level 25 Crypt,Sand Chest,275,MMM
2024-01-03,Mr BaCk,Level 20 Citadel,Elven Citadel Chest,84,MMM
2024-01-03,White Knight,Level 25 Crypt,Sand Chest,275,MMM
2024-01-03,Mr BaCk,Level 20 Citadel,Elven Citadel Chest,84,MMM
2024-01-03,Mr BaCk,Level 20 Citadel,Elven Citadel Chest,84,MMM
2024-01-03,White Knight,Level 25 Crypt,Elegant Chest,275,MMM
2024-01-03,Foxhunter,Level 25 Citadel,Elven Citadel Chest,275,MMM
2024-01-03,White Knight,Level 25 Crypt,Barbarian Chest,275,MMM
2024-01-03,Mr BaCk,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-03,White Knight,Level 25 Crypt,Fire Chest,275,MMM
2024-01-03,Jaakarhu,Level 25 Citadel,Elven Citadel Chest,275,MMM
2024-01-03,White Knight,Level 25 Crypt,Orc Chest,275,MMM
2024-01-03,Fosida,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2024-01-03,LUCKY BEAR,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-03,Jaakarhu,Level 25 Citadel,Elven Citadel Chest,275,MMM
2024-01-03,LUCKY BEAR,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-03,LUCKY BEAR,Level 25 Crypt,Mayan Chest,275,MMM
2024-01-03,Marcelo,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2024-01-03,LUCKY BEAR,Level 15 Citadel,Elven Citadel Chest,17,MMM
2024-01-03,Rainblade,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2024-01-03,Rainblade,Level 15 epic Crypt,Abandoned Chest,34,MMM
2024-01-03,Mabrinad,Level 20 epic Crypt,Scarab Chest,168,MMM
2024-01-03,Maedrosin,Level 25 Crypt,Forgotten Chest,275,MMM
