DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-06-23,Alexander Greek,Bank,Wooden Chest,10,MMM
2023-06-23,Alexander Greek,Bank,Wooden Chest,10,MMM
2023-06-23,Alexander Greek,Bank,Wooden Chest,10,MMM
2023-06-23,idaco,Bank,Wooden Chest,10,MMM
2023-06-23,idaco,Bank,Wooden Chest,10,MMM
2023-06-23,idaco,Bank,Wooden Chest,10,MMM
2023-06-23,idaco,Bank,Bronze Chest,20,MMM
2023-06-23,idaco,Bank,Bronze Chest,20,MMM
2023-06-23,idaco,Bank,Bronze Chest,20,MMM
2023-06-23,idaco,Bank,Wooden Chest,10,MMM
2023-06-23,idaco,Bank,Wooden Chest,10,MMM
2023-06-23,idaco,Bank,Wooden Chest,10,MMM
2023-06-23,aganaway,Bank,Wooden Chest,10,MMM
2023-06-23,aganaway,Bank,Wooden Chest,10,MMM
2023-06-23,aganaway,Bank,Wooden Chest,10,MMM
2023-06-23,Lirafin,Level 10 Crypt,Elegant Chest,4,MMM
2023-06-23,Lirafin,Level 5 Crypt,Barbarian Chest,1,MMM
2023-06-23,Marcelo,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-06-23,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-23,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-23,Tumitac,Summerfest tournament,Master's summer gift,50,MMM
2023-06-23,Lirinir,Summerfest tournament,Master's summer gift,50,MMM
2023-06-23,Lirinir,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Lirinir,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Lirinir,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Lirinir,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Lirinir,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Marcelo,Level 15 Crypt,Fire Chest,17,MMM
2023-06-23,Marcelo,Level 10 Crypt,Infernal Chest,4,MMM
2023-06-23,Eydaen,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-23,Alexander Greek,Level 10 Crypt,Mayan Chest,4,MMM
2023-06-23,Mabrinad,Arena,Gladiator's Chest,2,MMM
2023-06-23,Feli,Summerfest tournament,Master's summer gift,50,MMM
2023-06-23,Feli,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Feli,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Alberikh,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-06-23,Alexander Greek,Level 10 Crypt,Infernal Chest,4,MMM
2023-06-23,Feli,Summerfest tournament,Summer gift,50,MMM
2023-06-23,Marcelo,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-06-23,Eydaen,Level 5 Crypt,Bone Chest,1,MMM
2023-06-23,Eydaen,Level 10 Crypt,Infernal Chest,4,MMM
2023-06-23,Maedrosin,Level 20 Crypt,Forgotten Chest,84,MMM
2023-06-23,Bubino71,Summerfest tournament,Master's summer gift,50,MMM
2023-06-23,Germanicus,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-06-23,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-06-23,Maedrosin,Level 20 Crypt,Orc Chest,84,MMM
2023-06-23,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-06-23,Marcelo,Level 15 epic Crypt,Barbarian Chest,34,MMM
