DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-06-27,MADMAN,Bank,Wooden Chest,10,MMM
2023-06-27,MADMAN,Bank,Wooden Chest,10,MMM
2023-06-27,MADMAN,Bank,Wooden Chest,10,MMM
2023-06-27,Alexander Greek,Bank,Wooden Chest,10,MMM
2023-06-27,Alexander Greek,Bank,Wooden Chest,10,MMM
2023-06-27,Alexander Greek,Bank,Wooden Chest,10,MMM
2023-06-27,idaco,Bank,Wooden Chest,10,MMM
2023-06-27,idaco,Bank,Wooden Chest,10,MMM
2023-06-27,idaco,Bank,Wooden Chest,10,MMM
2023-06-27,Bubino71,Bank,Precious Chest,100,MMM
2023-06-27,Bubino71,Bank,Precious Chest,100,MMM
2023-06-27,Bubino71,Bank,Precious Chest,100,MMM
2023-06-27,NEVIO,Bank,Wooden Chest,10,MMM
2023-06-27,NEVIO,Bank,Wooden Chest,10,MMM
2023-06-27,NEVIO,Bank,Wooden Chest,10,MMM
2023-06-27,D23,Bank,Wooden Chest,10,MMM
2023-06-27,D23,Bank,Wooden Chest,10,MMM
2023-06-27,D23,Bank,Wooden Chest,10,MMM
2023-06-27,Logan,Bank,Wooden Chest,10,MMM
2023-06-27,Logan,Bank,Wooden Chest,10,MMM
2023-06-27,Logan,Bank,Wooden Chest,10,MMM
2023-06-27,Logan,Bank,Bronze Chest,20,MMM
2023-06-27,Logan,Bank,Bronze Chest,20,MMM
2023-06-27,Logan,Bank,Bronze Chest,20,MMM
2023-06-27,aganaway,Bank,Wooden Chest,10,MMM
2023-06-27,aganaway,Bank,Wooden Chest,10,MMM
2023-06-27,aganaway,Bank,Wooden Chest,10,MMM
2023-06-27,Rudolf,Bank,Wooden Chest,10,MMM
2023-06-27,Rudolf,Bank,Wooden Chest,10,MMM
2023-06-27,Rudolf,Bank,Wooden Chest,10,MMM
2023-06-27,Muradin Bronzebeard,Bank,Wooden Chest,10,MMM
2023-06-27,Muradin Bronzebeard,Bank,Wooden Chest,10,MMM
2023-06-27,Muradin Bronzebeard,Bank,Wooden Chest,10,MMM
2023-06-27,doc48,Bank,Wooden Chest,10,MMM
2023-06-27,doc48,Bank,Wooden Chest,10,MMM
2023-06-27,doc48,Bank,Wooden Chest,10,MMM
2023-06-27,doc48,Bank,Bronze Chest,20,MMM
2023-06-27,doc48,Bank,Bronze Chest,20,MMM
2023-06-27,doc48,Bank,Bronze Chest,20,MMM
2023-06-27,doc48,Bank,Silver Chest,30,MMM
2023-06-27,doc48,Bank,Silver Chest,30,MMM
2023-06-27,doc48,Bank,Silver Chest,30,MMM
2023-06-27,Bubino71,Bank,Wooden Chest,10,MMM
2023-06-27,Bubino71,Bank,Wooden Chest,10,MMM
2023-06-27,Bubino71,Bank,Wooden Chest,10,MMM
2023-06-27,doc48,Bank,Golden Chest,50,MMM
2023-06-27,doc48,Bank,Golden Chest,50,MMM
2023-06-27,doc48,Bank,Golden Chest,50,MMM
2023-06-27,Bubino71,Bank,Bronze Chest,20,MMM
2023-06-27,Bubino71,Bank,Bronze Chest,20,MMM
2023-06-27,Bubino71,Bank,Bronze Chest,20,MMM
2023-06-27,Bubino71,Bank,Bronze Chest,20,MMM
2023-06-27,Bubino71,Bank,Bronze Chest,20,MMM
