DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-12-31,Germanicus,Bank,Wooden Chest,10,MMM
2023-12-31,Germanicus,Bank,Wooden Chest,10,MMM
2023-12-31,Germanicus,Bank,Wooden Chest,10,MMM
2023-12-31,Germanicus,Bank,Bronze Chest,20,MMM
2023-12-31,Germanicus,Bank,Bronze Chest,20,MMM
2023-12-31,Germanicus,Bank,Bronze Chest,20,MMM
2023-12-31,Grikelv,Bank,Wooden Chest,10,MMM
2023-12-31,Grikelv,Bank,Wooden Chest,10,MMM
2023-12-31,Grikelv,Bank,Wooden Chest,10,MMM
2023-12-31,Rudolf,Level 20 epic Crypt,Chest of the Cursed,168,MMM
2023-12-31,Rudolf,Level 15 epic Crypt,Trillium Chest,34,MMM
2023-12-31,Maveriel,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-12-31,Rudolf,Level 20 epic Crypt,Trillium Chest,168,MMM
2023-12-31,Rudolf,Level 20 epic Crypt,Chest of the Cursed,168,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Rudolf,Level 20 epic Crypt,Chest of the Cursed,168,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Granidred,Level 15 Crypt,Fire Chest,17,MMM
2023-12-31,Maveriel,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-31,Legolas,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-12-31,Grikelv,Level 20 Crypt,Mayan Chest,84,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Nilaath,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Legolas,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-12-31,Nilaath,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Tumitac,Level 25 Crypt,Barbarian Chest,275,MMM
2023-12-31,Tumitac,Level 25 epic Crypt,Minotaur Chest,550,MMM
2023-12-31,Maveriel,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-31,Tumitac,Level 25 epic Crypt,Abandoned Chest,550,MMM
2023-12-31,Sir James III Son of Hadur,Level 10 Crypt,Infernal Chest,4,MMM
2023-12-31,Maveriel,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-31,Nilaath,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Sir James III Son of Hadur,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Nilaath,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Nilaath,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-31,Hulk,Level 10 Crypt,Bone Chest,4,MMM
2023-12-31,Hulk,Level 25 Crypt,Mayan Chest,275,MMM
2023-12-31,Maveriel,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-31,Nilaath,Level 25 Crypt,Orc Chest,275,MMM
2023-12-31,Maveriel,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-31,Grikelv,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-12-31,Nilaath,Level 20 Crypt,Orc Chest,84,MMM
2023-12-31,Hulk,Level 25 Crypt,Cobra Chest,275,MMM
2023-12-31,Nilaath,Level 20 Crypt,Orc Chest,84,MMM
2023-12-31,DarkAngel,Level 20 epic Crypt,Ancient Bastion Chest,168,MMM
2023-12-31,Germanicus,Level 25 Crypt,Bone Chest,275,MMM
2023-12-31,DarkAngel,Level 15 Crypt,Stone Chest,17,MMM
2023-12-31,Nilaath,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-12-31,Germanicus,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-31,Germanicus,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-12-31,Nilaath,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-12-31,Maveriel,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-31,DarkAngel,Level 10 Crypt,Fire Chest,4,MMM
2023-12-31,Sir James III Son of Hadur,Level 20 Crypt,Fire Chest,84,MMM
2023-12-31,DarkAngel,Level 20 Crypt,Bone Chest,84,MMM
2023-12-31,Sir James III Son of Hadur,Level 20 Crypt,Cobra Chest,84,MMM
2023-12-31,Maveriel,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-31,DarkAngel,Level 20 Crypt,Forgotten Chest,84,MMM
2023-12-31,DarkAngel,Level 15 epic Crypt,Minotaur Chest,34,MMM
2023-12-31,Sir James III Son of Hadur,Level 15 Crypt,Fire Chest,17,MMM
2023-12-31,DarkAngel,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-12-31,DarkAngel,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-12-31,Sir James III Son of Hadur,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-12-31,Legolas,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-12-31,DarkAngel,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-31,Painmoon,Level 15 Crypt,Barbarian Chest,17,MMM
2023-12-31,Sir James III Son of Hadur,Level 30 epic Crypt,Titansteel Chest,750,MMM
2023-12-31,Sir James III Son of Hadur,Level 30 epic Crypt,Cobalt Chest,750,MMM
2023-12-31,Gradog,Level 25 Crypt,Mayan Chest,275,MMM
2023-12-31,Legolas,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-12-31,Sir James III Son of Hadur,Level 30 epic Crypt,Titansteel Chest,750,MMM
2023-12-31,Gradog,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-31,Gradog,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-31,Sir James III Son of Hadur,Level 30 epic Crypt,Cobalt Chest,750,MMM
2023-12-31,Maveriel,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-12-31,Gradog,Level 25 Crypt,Sand Chest,275,MMM
2023-12-31,Germanicus,Lvl 30-34 Raid Runic squad,Runic Chest,80,MMM
2023-12-31,Sir James III Son of Hadur,Level 30 epic Crypt,Cobalt Chest,750,MMM
2023-12-31,Painmoon,Level 15 Crypt,Elegant Chest,17,MMM
2023-12-31,Sir James III Son of Hadur,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-31,Sir James III Son of Hadur,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-31,Maveriel,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-12-31,Sir James III Son of Hadur,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-31,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-12-31,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-12-31,Germanicus,Lvl 35-39 Raid Runic squad,Runic Chest,100,MMM
2023-12-31,Marcelo,Level 15 Crypt,Orc Chest,17,MMM
2023-12-31,Finvenen,Level 5 Crypt,Gnome Workshop Chest,1,MMM
2023-12-31,Maveriel,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-31,Marcelo,Level 15 Crypt,Barbarian Chest,17,MMM
2023-12-31,Legolas,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-12-31,Immortal,Level 25 Crypt,Stone Chest,275,MMM
2023-12-31,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-12-31,Immortal,Level 20 Crypt,Sand Chest,84,MMM
2023-12-31,Legolas,Level 25 Citadel,Elven Citadel Chest,275,MMM
