DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-12-27,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-12-27,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-12-27,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-12-27,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-12-27,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-12-27,Sir James III Son of Hadur,Bank,Bronze Chest,20,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Silver Chest,30,MMM
2023-12-27,Heretical Hermit,Bank,Silver Chest,30,MMM
2023-12-27,Heretical Hermit,Bank,Silver Chest,30,MMM
2023-12-27,Heretical Hermit,Bank,Bronze Chest,20,MMM
2023-12-27,Heretical Hermit,Bank,Bronze Chest,20,MMM
2023-12-27,Heretical Hermit,Bank,Bronze Chest,20,MMM
2023-12-27,Heretical Hermit,Bank,Wooden Chest,10,MMM
2023-12-27,Heretical Hermit,Bank,Wooden Chest,10,MMM
2023-12-27,Heretical Hermit,Bank,Wooden Chest,10,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Heretical Hermit,Bank,Precious Chest,100,MMM
2023-12-27,Tumitac,Level 25 Citadel,Cursed Citadel Chest,275,MMM
2023-12-27,Sir James III Son of Hadur,Level 25 Citadel,Elven Citadel Chest,275,MMM
2023-12-27,NEVIO,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-12-27,NEVIO,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-12-27,Sir James III Son of Hadur,Level 5 Crypt,Elegant Chest,1,MMM
2023-12-27,NEVIO,Arena,Gladiator's Chest,2,MMM
2023-12-27,Marcelo,Level 10 Crypt,Cobra Chest,4,MMM
2023-12-27,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-27,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-12-27,MarcusTulliusCicero,Level 20 Crypt,Elegant Chest,84,MMM
2023-12-27,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-12-27,Gradog,Level 25 Crypt,Orc Chest,275,MMM
2023-12-27,MarcusTulliusCicero,Level 20 epic Crypt,House of Horrors Chest,168,MMM
2023-12-27,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-12-27,Gradog,Level 25 Crypt,Stone Chest,275,MMM
2023-12-27,MarcusTulliusCicero,Level 10 Crypt,Stone Chest,4,MMM
2023-12-27,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-12-27,NEVIO,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-27,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-12-27,Marcelo,Level 10 Crypt,Orc Chest,4,MMM
2023-12-27,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-12-27,Grikelv,Level 20 Crypt,Barbarian Chest,84,MMM
2023-12-27,Marcelo,Level 20 Crypt,Cobra Chest,84,MMM
2023-12-27,NEVIO,Level 25 Crypt,Fire Chest,275,MMM
2023-12-27,NEVIO,Level 25 Crypt,Forgotten Chest,275,MMM
2023-12-27,DarkAngel,Level 25 Crypt,Cobra Chest,275,MMM
2023-12-27,Kerilir,Level 20 Crypt,Stone Chest,84,MMM
2023-12-27,Berohef,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-27,DarkAngel,Level 10 Crypt,Sand Chest,4,MMM
2023-12-27,Berohef,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-27,Marcelo,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-12-27,Berohef,Snowman,Snowman Chest,25,MMM
2023-12-27,Berohef,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-12-27,Marvi,Snowman,Snowman Chest,25,MMM
2023-12-27,Marcelo,Level 15 rare Crypt,Rare Dragon Chest,25,MMM
2023-12-27,Sir James III Son of Hadur,Level 20 Crypt,Fire Chest,84,MMM
2023-12-27,Thorn,Snowman,Snowman Chest,25,MMM
2023-12-27,NEVIO,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-27,Gradog,Level 25 Crypt,Barbarian Chest,275,MMM
2023-12-27,Mighty Forger,Snowman,Snowman Chest,25,MMM
2023-12-27,NEVIO,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-27,Tumitac,Snowman,Snowman Chest,25,MMM
2023-12-27,Marvi,Snowman,Snowman Chest,25,MMM
2023-12-27,Tumitac,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,Sir James III Son of Hadur,Level 20 Crypt,Forgotten Chest,84,MMM
2023-12-27,Marcelo,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,Marvilla,Snowman,Snowman Chest,25,MMM
2023-12-27,Marvilla,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,NEVIO,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-27,Marvi,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,Heretical Hermit,Mercenary Exchange,Merchant's Chest,300,MMM
2023-12-27,Sir James III Son of Hadur,Snowman,Snowman Chest,25,MMM
2023-12-27,Sir James III Son of Hadur,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,Brandemet,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-12-27,Grikelv,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,Tumitac,Level 25 epic Crypt,Cobalt Chest,550,MMM
2023-12-27,NEVIO,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-12-27,Marcelo,Level 15 Crypt,Cobra Chest,17,MMM
2023-12-27,MILI,Snowman,Snowman Chest,25,MMM
2023-12-27,Tumitac,Level 25 epic Crypt,Harpy Chest,550,MMM
2023-12-27,NEVIO,Level 25 epic Crypt,Chest of the Cursed,550,MMM
2023-12-27,Tumitac,Level 25 Crypt,Sand Chest,275,MMM
2023-12-27,NEVIO,Level 25 epic Crypt,Chest of the Cursed,550,MMM
2023-12-27,Gradog,Christmas Ritual tournament,Snowman Chest,25,MMM
2023-12-27,Tumitac,Level 25 Crypt,Sand Chest,275,MMM
2023-12-27,Sir James III Son of Hadur,Level 20 Crypt,Sand Chest,84,MMM
2023-12-27,NEVIO,Level 25 epic Crypt,Trillium Chest,550,MMM
