DATE,PLAYER,SOURCE,CHEST,SCORE,CLAN
2023-03-07,Braveheart,Level 15 Crypt,Fire Chest,17,MMM
2023-03-07,Rainblade,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-07,Grosvenor,Level 5 Crypt,Bone Chest,1,MMM
2023-03-07,Rainblade,Level 10 rare Crypt,Rare Dragon Chest,6,MMM
2023-03-07,Fosida,Level 20 epic Crypt,Abandoned Chest,168,MMM
2023-03-07,Grosvenor,Level 25 Crypt,Barbarian Chest,275,MMM
2023-03-07,Rainblade,Level 15 epic Crypt,Scarab Chest,34,MMM
2023-03-07,Braveheart,Level 15 Crypt,Stone Chest,17,MMM
2023-03-07,Grosvenor,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-07,Fosida,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-03-07,Rainblade,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-07,Fosida,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-07,Fosida,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Rainblade,Level 15 epic Crypt,Chest of the Cursed,34,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,MONTES,Level 10 Crypt,Fire Chest,4,MMM
2023-03-07,Sir Cthulhu I,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-07,Rainblade,Level 10 Crypt,Elegant Chest,4,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Sir Cthulhu I,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Fosida,Level 20 Crypt,Fire Chest,84,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Sir Cthulhu I,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-07,Hulk,Level 25 Crypt,Gnome Workshop Chest,275,MMM
2023-03-07,Sir Cthulhu I,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-07,Foolish Mortal,Level 10 Crypt,Infernal Chest,4,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Hulk,Level 25 Crypt,Forgotten Chest,275,MMM
2023-03-07,Foolish Mortal,Level 15 Crypt,Gnome Workshop Chest,17,MMM
2023-03-07,Thorn,Arena,Gladiator's Chest,2,MMM
2023-03-07,Hulk,Level 25 Crypt,Forgotten Chest,275,MMM
2023-03-07,Mabrinad,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-07,MONTES,Level 30-34 Vault of the Ancients,Sapphire Chest,80,MMM
2023-03-07,Foolish Mortal,Level 10 Crypt,Barbarian Chest,4,MMM
2023-03-07,Pearl,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-03-07,Kirimand,Level 15 Crypt,Sand Chest,17,MMM
2023-03-07,Mr BaCk,Level 25 Crypt,Orc Chest,275,MMM
2023-03-07,Pearl,Springfest tournament,Master's spring gift,50,MMM
2023-03-07,Thorn,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-07,Mabrinad,Level 20 Crypt,Bone Chest,84,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Mr BaCk,Level 15 Crypt,Sand Chest,17,MMM
2023-03-07,Mabrinad,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-07,Maximus Decimus,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-07,MONTES,Springfest tournament,Spring gift,50,MMM
2023-03-07,Thorn,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-07,Mr BaCk,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,MONTES,Level 30-34 Vault of the Ancients,Sapphire Chest,80,MMM
2023-03-07,Maximus Decimus,Level 20 Crypt,Sand Chest,84,MMM
2023-03-07,Maximus Decimus,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-03-07,Pearl,Level 10 Citadel,Elven Citadel Chest,4,MMM
2023-03-07,Mabrinad,Level 25-29 Vault of the Ancients,Sapphire Chest,50,MMM
2023-03-07,Maximus Decimus,Level 25 Crypt,Sand Chest,275,MMM
2023-03-07,Muradin Bronzebeard,Level 15 Crypt,Elegant Chest,17,MMM
2023-03-07,Sir Cthulhu I,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Feli,Springfest tournament,Spring gift,50,MMM
2023-03-07,Feli,Springfest tournament,Spring gift,50,MMM
2023-03-07,Feli,Springfest tournament,Spring gift,50,MMM
2023-03-07,Feli,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-07,Mabrinad,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-07,Mabrinad,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Mabrinad,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Cain,Level 10 Crypt,Gnome Workshop Chest,4,MMM
2023-03-07,Nevyn,Level 15 Crypt,Barbarian Chest,17,MMM
2023-03-07,Mabrinad,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Cain,Level 5 Crypt,Infernal Chest,1,MMM
2023-03-07,Mabrinad,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Sir Cthulhu I,Level 17 heroic Monster,Elven Chest,35,MMM
2023-03-07,Rhodorix,Level 15 Crypt,Cobra Chest,17,MMM
2023-03-07,Mabrinad,Level 20 rare Crypt,Rare Dragon Chest,126,MMM
2023-03-07,Cain,Level 5 Crypt,Cobra Chest,1,MMM
2023-03-07,Cain,Arena,Gladiator's Chest,2,MMM
2023-03-07,Archie,Arena,Gladiator's Chest,2,MMM
2023-03-07,Mabrinad,Level 20 Crypt,Orc Chest,84,MMM
2023-03-07,Rhodry,Level 20-24 Vault of the Ancients,Sapphire Chest,30,MMM
2023-03-07,Muradin Bronzebeard,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-07,Eydaen,Level 5 Crypt,Stone Chest,1,MMM
2023-03-07,Thorn,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-07,Brandemet,Level 25 Crypt,Fire Chest,275,MMM
2023-03-07,Eydaen,Arena,Gladiator's Chest,2,MMM
2023-03-07,Thorn,Springfest tournament,Master's spring gift,50,MMM
2023-03-07,Thorn,Springfest tournament,Master's spring gift,50,MMM
2023-03-07,Thorn,Springfest tournament,Spring gift,50,MMM
2023-03-07,Eydaen,Level 5 Crypt,Stone Chest,1,MMM
2023-03-07,Brandemet,Level 25 Crypt,Mayan Chest,275,MMM
2023-03-07,Muradin Bronzebeard,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,Tumitac,Level 20 Crypt,Barbarian Chest,84,MMM
2023-03-07,Rhodry,Level 20-24 Vault of the Ancients,Sapphire Chest,30,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Eydaen,Level 10 Crypt,Mayan Chest,4,MMM
2023-03-07,Tumitac,Level 15 Crypt,Sand Chest,17,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Tumitac,Level 20 Crypt,Forgotten Chest,84,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Muradin Bronzebeard,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,ZaCk,Level 15 Crypt,Orc Chest,17,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Brandemet,Level 25 rare Crypt,Rare Dragon Chest,350,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,ZaCk,Level 15 Crypt,Bone Chest,17,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,ZaCk,Level 10 Crypt,Cobra Chest,4,MMM
2023-03-07,Brandemet,Level 25 Crypt,Forgotten Chest,275,MMM
2023-03-07,Muradin Bronzebeard,Level 20 Citadel,Cursed Citadel Chest,84,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Pearl,Level 15 Citadel,Elven Citadel Chest,17,MMM
2023-03-07,ZaCk,Level 20 Crypt,Elegant Chest,84,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Brandemet,Level 25 Crypt,Fire Chest,275,MMM
2023-03-07,Rhodry,Level 30 Citadel,Elven Citadel Chest,380,MMM
2023-03-07,Pearl,Level 20 Citadel,Elven Citadel Chest,84,MMM
2023-03-07,DAJMITU,Level 20 Crypt,Gnome Workshop Chest,84,MMM
2023-03-07,Sir Cthulhu I,Level 18 heroic Monster,Cursed Chest,40,MMM
2023-03-07,Sir James III Son of Hadur,Level 25 Crypt,Elegant Chest,275,MMM
